    OMChannelType: 4,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.000;-#,"##0.000""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Solar Rad""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: """"",,,,,,,,,,,,,,,,
    OMClassName: OMSolarRad_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-LIB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 0,,,,,,,,,,,,,,,,
    OMChannelType: 19,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0;-#,"##0""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Wind Speed""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""mph""",,,,,,,,,,,,,,,,
    OMClassName: OMWindWCA_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-WCA-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 2,,,,,,,,,,,,,,,,
    OMChannelType: 16,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.0;-#,"##0.0""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Gust Speed""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""mph""",,,,,,,,,,,,,,,,
    OMClassName: OMWindWCA_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-WCA-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 2,,,,,,,,,,,,,,,,
    OMChannelType: 16,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.0;-#,"##0.0""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Wind Dir""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: """"",,,,,,,,,,,,,,,,
    OMClassName: OMeasurementH21,,,,,,,,,,,,,,,,
    OMPartNumber: S-WCA-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 0,,,,,,,,,,,,,,,,
    OMChannelType: 16,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0;-#,"##0""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Temp""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""*F""",,,,,,,,,,,,,,,,
    OMClassName: OMTemp12bit_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-THB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 1,,,,,,,,,,,,,,,,
    OMChannelType: 1,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""RH""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: """"",,,,,,,,,,,,,,,,
    OMClassName: OMRH_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-THB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 0,,,,,,,,,,,,,,,,
    OMChannelType: 2,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""DewPt""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""*F""",,,,,,,,,,,,,,,,
    OMClassName: OMDewPoint_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-THB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 1,,,,,,,,,,,,,,,,
    OMChannelType: 6,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Temp""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""*F""",,,,,,,,,,,,,,,,
    OMClassName: OMTemp12bit_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-TMB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 1,,,,,,,,,,,,,,,,
    OMChannelType: 1,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Rain""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""in""",,,,,,,,,,,,,,,,
    OMClassName: OMRain_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-RGA-M002,,,,,,,,,,,,,,,,
    OMUnitIndex: 1,,,,,,,,,,,,,,,,
    OMChannelType: 17,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Water Cont""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: """"",,,,,,,,,,,,,,,,
    OMClassName: OMWaterContent_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-SMC-M003,,,,,,,,,,,,,,,,
    OMUnitIndex: 0,,,,,,,,,,,,,,,,
    OMChannelType: 18,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.0000;-#,"##0.0000""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Pressure""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: ""inHg""",,,,,,,,,,,,,,,,
    OMClassName: OMPressure_HWS,,,,,,,,,,,,,,,,
    OMPartNumber: S-BPB-XXXX,,,,,,,,,,,,,,,,
    OMUnitIndex: 4,,,,,,,,,,,,,,,,
    OMChannelType: 7,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.000;-#,"##0.000""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
"  - name: ""Batt""",,,,,,,,,,,,,,,,
    type: value,,,,,,,,,,,,,,,,
"    unitName: """"",,,,,,,,,,,,,,,,
    OMClassName: OMVoltage_PipeBattery,,,,,,,,,,,,,,,,
    OMPartNumber: U30 Battery,,,,,,,,,,,,,,,,
    OMUnitIndex: 0,,,,,,,,,,,,,,,,
    OMChannelType: 5,,,,,,,,,,,,,,,,
"    OMValuePattern: ""#",##0.00;-#,"##0.00""",,,,,,,,,,,,,,
    logger: *1,,,,,,,,,,,,,,,,
------------,,,,,,,,,,,,,,,,
#,"Time, Eastern Daylight Time","Wetness, %","Voltage, V","Current, mA","Solar Rad, W/m^2","Wind Speed, mph","Gust Speed, mph","Wind Dir, *","Temp, *F","RH, %","DewPt, *F","Temp, *F","Rain, in","Water Cont, m^3/m^3","Pressure, inHg","Batt, V"
1,3/27/16 6:30,17.6,-0.204,0.006,3,2.5,5.4,3,34.12,83.6,29.68,-108.49,0,0.1746,30.302,4.35
2,3/27/16 6:45,17.1,-0.204,0.006,9,2.5,4.6,4,34.12,83.6,29.68,-108.49,0,0.1746,30.305,4.36
3,3/27/16 7:00,16.5,-0.204,0.006,18,2.9,5.8,354,34.08,83.5,29.61,-108.49,0,0.1746,30.308,4.36
4,3/27/16 7:15,15.3,-0.204,0.006,28,2.5,5.4,14,34.37,83.3,29.84,-108.49,0,0.1746,30.308,4.34
5,3/27/16 7:30,15.3,-0.204,0.006,42,3.3,5.8,39,34.37,82.9,29.71,-108.49,0,0.1746,30.308,4.36
6,3/27/16 7:45,14.1,-0.204,0.006,53,1.7,4.2,79,34.61,83.3,30.07,-110.31,0,0.1753,30.311,4.39
7,3/27/16 8:00,12.9,-0.204,0.006,62,1.2,2.9,104,34.86,83.4,30.34,-108.49,0,0.1753,30.311,4.44
8,3/27/16 8:15,12.9,-0.204,0.006,73,1.7,5.4,52,34.91,83,30.27,-108.49,0,0.1753,30.314,4.42
9,3/27/16 8:30,12.4,-0.204,0.006,87,2.9,7.9,348,35.2,83.1,30.6,-108.49,0,0.1753,30.314,4.48
10,3/27/16 8:45,11.8,-0.204,0.006,101,2.1,5,327,35.64,83,30.99,-108.49,0,0.1753,30.32,4.54
11,3/27/16 9:00,11.2,-0.204,0.006,121,2.9,5.4,343,35.39,82.7,30.67,-108.49,0,0.1753,30.317,4.56
12,3/27/16 9:15,11.2,-0.204,0.006,143,2.9,5,14,35.78,82.8,31.06,-108.49,0,0.1761,30.311,4.56
13,3/27/16 9:30,10,-0.204,0.006,134,2.1,5.4,45,36.07,82.6,31.3,-110.31,0,0.1761,30.308,4.56
14,3/27/16 9:45,10,-0.204,0.006,154,1.7,4.6,29,36.7,82.2,31.78,-110.31,0,0.1761,30.308,4.57
15,3/27/16 10:00,9.4,-0.204,0.006,192,2.5,7.5,1,36.36,81.1,31.14,-108.49,0,0.1761,30.314,4.57
16,3/27/16 10:15,8.8,-0.204,0.006,243,3.3,5.4,29,36.6,80.6,31.21,-110.31,0,0.1761,30.32,4.56
17,3/27/16 10:30,8.2,-0.204,0.006,344,2.1,7.5,351,37.89,79.7,32.2,-110.31,0,0.1768,30.311,4.57
18,3/27/16 10:45,7.6,-0.204,0.006,338,1.7,3.7,305,39.12,78.5,33.01,-110.31,0,0.1768,30.302,4.57
19,3/27/16 11:00,7.1,-0.204,0.006,347,2.9,5.8,37,38.42,77.1,31.87,-110.31,0,0.1768,30.302,4.57
20,3/27/16 11:15,7.1,-0.204,0.006,502,3.3,7.5,104,39.83,76.5,33.06,-110.31,0,0.1768,30.299,4.56
21,3/27/16 11:30,6.5,-0.204,0.006,869,2.9,7.5,153,40.39,74.5,32.94,-110.31,0,0.1775,30.293,4.56
22,3/27/16 11:45,5.9,-0.204,0.006,861,2.9,7.1,72,40.63,73.8,32.94,-110.31,0,0.1768,30.296,4.57
23,3/27/16 12:00,6.5,-0.204,0.006,931,3.3,7.1,90,41.14,72.9,33.12,-110.31,0,0.1768,30.293,4.57
24,3/27/16 12:15,5.9,-0.204,0.006,756,4.6,10,93,41.88,72.7,33.76,-110.31,0,0.1768,30.29,4.56
25,3/27/16 12:30,4.7,-0.204,0.006,763,3.7,7.9,83,42.06,71.2,33.42,-110.31,0,0.1761,30.273,4.57
26,3/27/16 12:45,4.1,-0.204,0.006,758,3.7,9.5,107,41.88,69.9,32.79,-110.31,0,0.1761,30.264,4.57
27,3/27/16 13:00,4.7,-0.204,0.006,742,5.4,10.8,94,43.03,70.8,34.21,-110.31,0,0.1761,30.258,4.57
28,3/27/16 13:15,4.1,-0.204,0.006,562,4.6,12.5,102,43.12,69.9,33.98,-110.31,0,0.1753,30.255,4.56
29,3/27/16 13:30,3.5,-0.204,0.006,456,5.8,10,102,41.97,69.7,32.81,-110.31,0,0.1753,30.249,4.56
30,3/27/16 13:45,4.1,-0.204,0.006,752,6.2,10.8,97,42.2,69.9,33.1,-110.31,0,0.1753,30.252,4.57
31,3/27/16 14:00,4.1,-0.204,0.006,558,6.2,10.8,86,42.85,69.9,33.73,-110.31,0,0.1746,30.237,4.57
32,3/27/16 14:15,4.1,-0.204,0.006,693,5.8,10.8,97,44.04,68.8,34.47,-110.31,0,0.1746,30.211,4.56
33,3/27/16 14:30,3.5,-0.204,0.006,673,5.8,11.2,87,43.21,67.6,33.24,-110.31,0,0.1746,30.205,4.56
34,3/27/16 14:45,4.1,-0.204,0.006,654,5,10.4,100,44.04,67.4,33.94,-110.31,0,0.1739,30.202,4.57
35,3/27/16 15:00,3.5,-0.204,0.006,629,6.2,11.2,80,43.4,67.1,33.22,-110.31,0,0.1739,30.202,4.57
36,3/27/16 15:15,3.5,-0.204,0.006,591,5.8,11.6,83,44.63,67.3,34.48,-110.31,0,0.1739,30.199,4.56
37,3/27/16 15:30,3.5,-0.204,0.006,549,7.1,12,88,43.58,67.3,33.48,-110.31,0,0.1732,30.193,4.57
38,3/27/16 15:45,3.5,-0.204,0.006,524,6.2,11.6,81,43.72,67.1,33.53,-110.31,0,0.1732,30.19,4.57
39,3/27/16 16:00,3.5,-0.204,0.006,446,6.2,12,83,43.72,67.6,33.73,-110.31,0,0.1724,30.181,4.57
40,3/27/16 16:15,2.9,-0.204,0.006,451,6.2,11.6,95,42.66,67.2,32.56,-110.31,0,0.1724,30.175,4.57
41,3/27/16 16:30,3.5,-0.204,0.006,386,6.2,12.9,93,43.72,67.7,33.76,-110.31,0,0.1724,30.169,4.57
42,3/27/16 16:45,3.5,-0.204,0.006,358,6.2,11.6,66,43.26,67.7,33.31,-110.31,0,0.1724,30.166,4.57
43,3/27/16 17:00,2.9,-0.204,0.006,272,5.8,10.4,73,42.52,67.8,32.65,-110.31,0,0.1724,30.149,4.57
44,3/27/16 17:15,2.9,-0.204,0.006,251,5.8,10,76,42.66,68.6,33.08,-110.31,0,0.1717,30.14,4.57
45,3/27/16 17:30,2.9,-0.204,0.006,178,6.2,11.2,65,41.97,70,32.92,-110.31,0,0.1717,30.152,4.57
46,3/27/16 17:45,3.5,-0.204,0.006,106,6.6,10.8,74,41.09,71.3,32.52,-110.31,0,0.171,30.158,4.57
47,3/27/16 18:00,4.1,-0.204,0.006,86,5.8,10,70,41.32,72.3,33.1,-110.31,0,0.171,30.166,4.59
48,3/27/16 18:15,4.7,-0.204,0.006,56,5.8,9.5,70,41.04,73.8,33.33,-110.31,0,0.1717,30.163,4.54
49,3/27/16 18:30,4.7,-0.204,0.006,31,5.8,10,72,40.67,74.8,33.31,-110.31,0,0.1717,30.16,4.54
50,3/27/16 18:45,5.9,-0.204,0.006,9,5.4,8.7,73,40.63,75.5,33.49,-110.31,0,0.1717,30.155,4.53
51,3/27/16 19:00,7.1,-0.204,0.006,1,6.2,9.5,73,40.16,76.6,33.4,-110.31,0,0.1717,30.152,4.51
52,3/27/16 19:15,9.4,-0.204,0.006,1,5.8,11.2,79,39.45,77.8,33.12,-110.31,0,0.171,30.149,4.47
53,3/27/16 19:30,10,-0.204,0.006,1,5,7.9,77,39.17,79.2,33.28,-110.31,0,0.171,30.146,4.47
54,3/27/16 19:45,14.1,-0.204,0.006,1,3.7,7.9,91,38.79,79.8,33.1,-110.31,0,0.171,30.152,4.46
55,3/27/16 20:00,12.4,-0.204,0.006,1,3.3,6.6,100,38.65,80.6,33.21,-110.31,0,0.171,30.158,4.46
56,3/27/16 20:15,13.5,-0.204,0.006,1,4.2,8.3,104,38.37,80.3,32.85,-110.31,0,0.171,30.152,4.44
57,3/27/16 20:30,14.7,-0.204,0.006,1,2.9,5,83,38.23,80.9,32.88,-110.31,0,0.171,30.146,4.44
58,3/27/16 20:45,17.1,-0.204,0.006,1,2.9,6.2,102,37.8,81.3,32.59,-110.31,0,0.171,30.146,4.44
59,3/27/16 21:00,17.1,-0.204,0.006,1,3.7,7.1,111,37.89,81.7,32.81,-110.31,0,0.171,30.146,4.44
60,3/27/16 21:15,19.4,-0.204,0.006,1,2.9,5.4,100,37.7,82.4,32.83,-110.31,0,0.171,30.14,4.41
61,3/27/16 21:30,23.5,-0.204,0.006,1,2.5,5.4,94,37.66,83.3,33.06,-110.31,0,0.171,30.131,4.42
62,3/27/16 21:45,30.6,-0.204,0.006,1,2.1,4.2,107,37.23,84,32.85,-110.31,0,0.171,30.134,4.42
63,3/27/16 22:00,38.8,-0.204,0.006,1,2.5,5,122,37.08,84.9,32.97,-108.49,0,0.171,30.131,4.42
64,3/27/16 22:15,48.2,-0.204,0.006,1,2.5,5,135,36.99,85.8,33.13,-108.49,0,0.171,30.131,4.39
65,3/27/16 22:30,70,-0.204,0.006,1,2.1,4.6,142,36.65,86.5,33.01,-108.49,0,0.171,30.128,4.4
66,3/27/16 22:45,75.3,-0.204,0.006,1,2.1,4.6,145,36.65,87.1,33.19,-108.49,0,0.171,30.116,4.41
67,3/27/16 23:00,58.8,-0.204,0.006,1,1.7,4.2,163,36.84,87.5,33.48,-110.31,0,0.1717,30.11,4.41
68,3/27/16 23:15,38.8,-0.204,0.006,1,2.9,10,170,37.61,87.7,34.3,-108.49,0,0.1724,30.107,4.38
69,3/27/16 23:30,43.5,-0.204,0.006,1,3.3,7.5,174,37.66,87.8,34.38,-110.31,0,0.1717,30.107,4.39
70,3/27/16 23:45,45.3,-0.204,0.006,1,3.7,8.7,184,37.66,88.2,34.48,-110.31,0,0.1724,30.101,4.39
71,3/28/16 0:00,39.4,-0.204,0.006,1,3.3,9.1,185,37.85,88.6,34.79,-110.31,0,0.1724,30.098,4.39
72,3/28/16 0:15,35.9,-0.204,0.006,1,4.6,11.2,192,37.89,88.6,34.83,-110.31,0,0.1724,30.093,4.36
73,3/28/16 0:30,37.1,-0.204,0.006,1,4.6,8.7,191,37.85,88.5,34.75,-110.31,0,0.1724,30.09,4.38
74,3/28/16 0:45,37.6,-0.204,0.006,1,2.9,8.3,201,37.8,88.3,34.65,-110.31,0,0.1724,30.081,4.39
75,3/28/16 1:00,37.6,-0.204,0.006,1,2.1,5.8,168,37.85,88.3,34.7,-110.31,0,0.1724,30.072,4.39
76,3/28/16 1:15,35.9,-0.204,0.006,1,2.5,5.8,181,37.85,88.4,34.74,-110.31,0,0.1724,30.06,4.36
77,3/28/16 1:30,40.6,-0.204,0.006,1,3.3,8.3,187,37.75,88.4,34.63,-110.31,0,0.1724,30.045,4.38
78,3/28/16 1:45,38.8,-0.204,0.006,1,2.1,5.4,177,37.7,88.6,34.65,-110.31,0,0.1724,30.033,4.38
79,3/28/16 2:00,40.6,-0.204,0.006,1,2.1,4.6,150,37.66,88.7,34.63,-110.31,0,0.1724,30.019,4.39
80,3/28/16 2:15,38.8,-0.204,0.006,1,3.3,7.5,157,37.8,88.9,34.83,-110.31,0,0.1724,30.013,4.35
81,3/28/16 2:30,41.8,-0.204,0.006,1,2.9,7.5,153,37.7,88.9,34.74,-110.31,0,0.1724,30.004,4.36
82,3/28/16 2:45,48.2,-0.204,0.006,1,2.5,4.6,143,37.51,89,34.57,-108.49,0,0.1724,29.998,4.38
83,3/28/16 3:00,54.1,-0.204,0.006,1,1.7,4.6,153,37.46,89.3,34.61,-110.31,0,0.1724,29.998,4.38
84,3/28/16 3:15,43.5,-0.204,0.006,1,2.1,4.2,129,37.51,89.5,34.72,-110.31,0,0.1724,29.989,4.35
85,3/28/16 3:30,37.6,-0.204,0.006,1,3.3,6.6,122,37.66,89.6,34.88,-110.31,0,0.1724,29.977,4.4
86,3/28/16 3:45,40,-0.204,0.006,1,2.1,5.8,132,37.66,89.6,34.88,-110.31,0,0.1724,29.969,4.36
87,3/28/16 4:00,37.1,-0.204,0.006,1,2.1,5.8,114,37.75,89.7,35.01,-110.31,0,0.1724,29.954,4.37
88,3/28/16 4:15,36.5,-0.204,0.006,1,2.5,5.8,100,37.8,89.8,35.08,-110.31,0,0.1724,29.936,4.35
89,3/28/16 4:30,36.5,-0.204,0.006,1,2.5,5,124,37.85,89.9,35.15,-110.31,0,0.1724,29.933,4.36
90,3/28/16 4:45,35.3,-0.204,0.006,1,2.9,6.2,104,37.85,89.9,35.15,-110.31,0,0.1724,29.921,4.36
91,3/28/16 5:00,34.1,-0.204,0.006,1,2.9,7.5,86,37.94,89.9,35.24,-108.49,0,0.1724,29.912,4.36
92,3/28/16 5:15,34.7,-0.204,0.006,1,3.7,7.5,100,37.94,89.9,35.24,-110.31,0,0.1724,29.904,4.34
93,3/28/16 5:30,35.9,-0.204,0.006,1,4.2,7.9,91,37.89,89.9,35.2,-110.31,0,0.1724,29.898,4.35
94,3/28/16 5:45,35.3,-0.204,0.006,1,3.7,7.9,108,38.04,89.9,35.35,-110.31,0,0.1724,29.889,4.36
95,3/28/16 6:00,38.2,-0.204,0.006,1,4.2,7.9,104,38.13,89.9,35.44,-110.31,0,0.1724,29.883,4.36
96,3/28/16 6:15,38.8,-0.204,0.006,1,3.7,8.7,91,38.42,90.1,35.78,-110.31,0,0.1724,29.877,4.34
97,3/28/16 6:30,42.9,-0.204,0.006,1,4.2,8.7,88,38.56,90.3,35.98,-110.31,0,0.1724,29.865,4.36
98,3/28/16 6:45,43.5,-0.204,0.006,3,3.7,9.1,94,38.89,90.7,36.41,-110.31,0,0.1724,29.856,4.36
99,3/28/16 7:00,44.7,-0.204,0.006,8,4.2,8.3,93,39.03,90.8,36.57,-110.31,0,0.1724,29.847,4.36
100,3/28/16 7:15,42.9,-0.204,0.006,9,3.7,7.9,88,39.17,90.8,36.72,-110.31,0,0.1724,29.842,4.34
101,3/28/16 7:30,43.5,-0.204,0.006,12,4.2,8.7,93,39.22,90.8,36.77,-110.31,0,0.1724,29.833,4.35
102,3/28/16 7:45,100,-0.204,0.006,16,3.7,9.5,88,39.36,91.1,36.99,-110.31,0,0.1724,29.827,4.36
103,3/28/16 8:00,100,-0.204,0.006,22,3.7,7.9,97,39.22,91.6,36.99,-110.31,0,0.1739,29.827,4.39
104,3/28/16 8:15,100,-0.204,0.006,23,3.3,5.4,79,38.98,92.5,37,-110.31,0.02,0.1891,29.818,4.35
105,3/28/16 8:30,100,-0.204,0.006,22,3.7,7.1,72,38.75,93.7,37.09,-65.38,0.04,0.2066,29.806,4.36
106,3/28/16 8:45,100,-0.204,0.006,26,3.7,6.6,77,38.89,94.6,37.47,-69.18,0.02,0.2095,29.794,4.38
107,3/28/16 9:00,100,-0.204,0.006,34,4.2,8.7,74,39.03,95.2,37.78,-76.17,0.04,0.2204,29.78,4.39
108,3/28/16 9:15,100,-0.204,0.006,44,5.4,9.1,74,39.27,95.8,38.17,-81.67,0.02,0.2189,29.762,4.38
109,3/28/16 9:30,100,-0.204,0.006,42,6.2,12,76,39.41,96.2,38.43,-82.35,0.01,0.2146,29.741,4.41
110,3/28/16 9:45,100,-0.204,0.006,63,6.2,12.9,77,39.83,96.5,38.91,-79.73,0.03,0.2153,29.726,4.44
111,3/28/16 10:00,100,-0.204,0.006,84,7.1,13.3,74,40.06,96.8,39.24,-77.9,0.01,0.2146,29.706,4.48
112,3/28/16 10:15,100,-0.204,0.006,77,7.9,15.4,77,40.11,97,39.33,-76.17,0.01,0.2116,29.685,4.49
113,3/28/16 10:30,100,-0.204,0.006,78,7.5,14.5,73,40.3,97.2,39.58,-75.62,0.02,0.2109,29.67,4.54
114,3/28/16 10:45,100,-0.204,0.006,126,6.6,12.9,79,40.58,97.3,39.88,-74.01,0.02,0.2102,29.653,4.56
115,3/28/16 11:00,100,-0.204,0.006,104,8.3,16.6,77,40.76,97.4,40.1,-73.49,0,0.208,29.632,4.56
116,3/28/16 11:15,100,-0.204,0.006,82,8.3,15.8,79,41.09,97.6,40.48,-71.02,0.01,0.2073,29.617,4.56
117,3/28/16 11:30,100,-0.204,0.006,79,6.2,11.6,83,41.46,97.6,40.84,-66.19,0.01,0.2037,29.611,4.57
118,3/28/16 11:45,100,-0.204,0.006,74,5.8,14.1,81,41.74,97.7,41.14,-61.98,0.01,0.2058,29.602,4.57
119,3/28/16 12:00,100,-0.204,0.006,83,5,12.5,70,41.79,97.8,41.22,-67.02,0.01,0.2044,29.585,4.57
120,3/28/16 12:15,100,-0.204,0.006,114,7.9,15.8,76,41.74,97.9,41.2,-64.21,0,0.2022,29.564,4.56
121,3/28/16 12:30,100,-0.204,0.006,99,6.2,14.1,77,41.79,98,41.27,-62.35,0.01,0.2008,29.546,4.57
122,3/28/16 12:45,100,-0.204,0.006,91,6.2,12.9,77,41.88,98.1,41.4,-67.44,0,0.2015,29.531,4.57
123,3/28/16 13:00,100,-0.204,0.006,89,6.2,11.2,70,41.69,98.1,41.2,-68.3,0.01,0.2008,29.52,4.57
124,3/28/16 13:15,100,-0.204,0.006,71,6.2,12,70,41.6,98.2,41.14,-68.74,0.01,0.2008,29.511,4.56
125,3/28/16 13:30,100,-0.204,0.006,97,6.2,12,72,41.6,98.2,41.14,-65.78,0,0.2,29.496,4.57
126,3/28/16 13:45,100,-0.204,0.006,136,7.1,12.9,70,41.69,98.3,41.25,-67.02,0.01,0.2029,29.469,4.57
127,3/28/16 14:00,100,-0.204,0.006,156,5.8,11.6,66,41.79,98.3,41.34,-66.6,0.02,0.2066,29.455,4.57
128,3/28/16 14:15,100,-0.204,0.006,168,6.2,12.5,63,41.79,98.3,41.34,-69.18,0.01,0.2087,29.443,4.56
129,3/28/16 14:30,100,-0.204,0.006,94,3.7,11.6,53,42.2,98.2,41.74,-66.6,0.01,0.2066,29.428,4.57
130,3/28/16 14:45,100,-0.204,0.006,106,5,9.5,35,42.2,98,41.68,-66.19,0,0.2022,29.413,4.57
131,3/28/16 15:00,100,-0.204,0.006,69,3.7,10,41,42.75,98,42.24,-64.6,0,0.2008,29.393,4.57
132,3/28/16 15:15,100,-0.204,0.006,87,3.3,9.5,35,42.75,97.8,42.19,-63.45,0.01,0.1993,29.375,4.56
133,3/28/16 15:30,100,-0.204,0.006,84,2.5,6.6,18,42.85,97.9,42.3,-61.98,0,0.2015,29.36,4.57
134,3/28/16 15:45,100,-0.204,0.006,124,2.9,7.9,22,42.8,97.9,42.26,-63.45,0.01,0.2,29.345,4.57
135,3/28/16 16:00,100,-0.204,0.006,133,3.7,8.7,21,43.26,97.8,42.69,-61.63,0,0.2,29.328,4.57
136,3/28/16 16:15,100,-0.204,0.006,106,3.3,9.1,21,43.3,97.7,42.71,-61.63,0,0.1993,29.31,4.56
