Date,Time,"Water Content (S-SMC 9927044:10659713-1), m^3/m^3","Pressure (S-BPB 9927044:10661037-1), inHg","Voltage (91-U30-CVIA 9927044:9896946-1), V","RH (S-THB 9927044:9909397-2), %","Wetness (S-LWA 9927044:9895688-1), %","Dew Point (S-THB 9927044:9909397-3), *F","Battery (U30 BATTERY 9927044:9927044-B), V","Wind Direction (S-WCA 9927044:9907761-3), *","Temperature (S-TMB 9927044:9912395-1), *F","Temperature (S-THB 9927044:9909397-1), *F","Wind Speed (S-WCA 9927044:9907761-1), mph","Solar Radiation (S-LIB 9927044:9903142-1), W/m^2","Rain (S-RGA 9927044:9917722-1), in","Current (91-U30-CVIA 9927044:9896946-2), mA","Gust Speed (S-WCA 9927044:9907761-2), mph"
12/05/16,20:30:00,0.1986,29.842,-0.204,94.60,100.0,32.45,4.36,253,-888.88,33.83,0.0,1,0.00,0.006,0.0
12/05/16,20:45:00,0.1986,29.847,-0.204,94.40,100.0,32.97,4.36,257,-888.88,34.42,0.4,1,0.00,0.006,6.2
12/05/16,21:00:00,0.1986,29.853,-0.204,94.00,100.0,33.17,4.37,263,-888.88,34.71,1.7,1,0.00,0.006,7.1
12/05/16,21:15:00,0.1978,29.856,-0.204,93.50,100.0,33.22,4.44,256,-888.88,34.91,2.1,1,0.00,0.006,8.3
12/05/16,21:30:00,0.1978,29.862,-0.204,92.90,100.0,32.97,4.34,260,-888.88,34.81,2.1,1,0.00,0.006,7.9
12/05/16,21:45:00,0.1978,29.859,-0.204,92.60,100.0,33.37,4.35,267,-888.88,35.30,1.7,1,0.00,0.006,8.3
12/05/16,22:00:00,0.1978,29.859,-0.204,91.90,100.0,33.22,4.36,265,-888.88,35.35,1.2,1,0.00,0.006,7.5
12/05/16,22:15:00,0.1978,29.862,-0.204,91.50,100.0,32.97,4.63,265,-888.88,35.20,1.2,1,0.00,0.006,7.1
12/05/16,22:30:00,0.1978,29.862,-0.204,91.00,100.0,32.99,4.34,265,-888.88,35.35,1.2,1,0.00,0.006,6.2
12/05/16,22:45:00,0.1978,29.862,-0.204,90.50,100.0,32.79,4.35,267,-888.88,35.30,0.8,1,0.00,0.006,7.5
12/05/16,23:00:00,0.1978,29.865,-0.204,89.90,78.8,32.92,4.35,263,-888.88,35.59,2.1,1,0.00,0.006,8.3
12/05/16,23:15:00,0.1978,29.865,-0.204,89.10,94.1,32.16,4.53,258,-888.88,35.05,0.8,1,0.00,0.006,5.4
12/05/16,23:30:00,0.1978,29.868,-0.204,89.20,100.0,31.96,4.33,257,-888.88,34.81,0.0,1,0.00,0.006,0.4
12/05/16,23:45:00,0.1971,29.874,-0.204,89.60,100.0,31.19,4.34,251,-888.88,33.93,0.0,1,0.00,0.006,0.0
12/06/16,00:00:00,0.1971,29.877,-0.204,90.60,100.0,31.32,4.35,268,-888.88,33.78,0.0,1,0.00,0.006,0.0
12/06/16,00:15:00,0.1971,29.883,-0.204,91.10,100.0,31.21,4.53,271,-888.88,33.53,0.0,1,0.00,0.006,0.0
12/06/16,00:30:00,0.1971,29.883,-0.204,91.40,100.0,31.44,4.33,258,-888.88,33.68,0.0,1,0.00,0.006,0.0
12/06/16,00:45:00,0.1971,29.892,-0.204,91.10,100.0,31.60,4.36,237,-888.88,33.93,0.0,1,0.00,0.006,0.0
12/06/16,01:00:00,0.1964,29.898,-0.204,91.20,100.0,30.90,4.35,239,-888.88,33.19,0.0,1,0.00,0.006,0.0
12/06/16,01:15:00,0.1964,29.907,-0.204,91.70,100.0,30.43,4.53,233,-888.88,32.59,0.0,1,0.00,0.006,0.0
12/06/16,01:30:00,0.1957,29.915,-0.204,92.30,100.0,30.65,4.32,233,-888.88,32.64,0.0,1,0.00,0.006,0.0
12/06/16,01:45:00,0.1957,29.924,-0.204,92.60,100.0,30.04,4.34,233,-888.88,31.94,0.0,1,0.00,0.006,0.0
12/06/16,02:00:00,0.1949,29.930,-0.204,93.10,100.0,30.56,4.34,247,-888.88,32.34,0.0,1,0.00,0.006,0.0
12/06/16,02:15:00,0.1949,29.936,-0.204,93.00,100.0,31.23,4.44,277,-888.88,33.04,0.0,1,0.00,0.006,0.0
12/06/16,02:30:00,0.1949,29.939,-0.204,92.60,100.0,31.03,4.32,281,-888.88,32.94,0.0,1,0.00,0.006,0.0
12/06/16,02:45:00,0.1949,29.936,-0.204,92.40,100.0,30.63,4.34,307,-888.88,32.59,0.0,1,0.00,0.006,0.0
12/06/16,03:00:00,0.1942,29.936,-0.204,92.40,100.0,30.49,4.34,316,-888.88,32.44,0.0,1,0.00,0.006,0.0
12/06/16,03:15:00,0.1942,29.942,-0.204,92.20,100.0,31.06,4.53,320,-888.88,33.09,0.0,1,0.00,0.006,0.0
12/06/16,03:30:00,0.1935,29.951,-0.204,91.80,100.0,30.42,4.32,313,-888.88,32.54,0.0,1,0.00,0.006,0.0
12/06/16,03:45:00,0.1935,29.954,-0.204,92.10,100.0,30.54,4.33,293,-888.88,32.59,0.0,1,0.00,0.006,0.0
12/06/16,04:00:00,0.1942,29.957,-0.204,92.10,100.0,30.70,4.34,282,-888.88,32.74,0.0,1,0.00,0.006,0.0
12/06/16,04:15:00,0.1935,29.957,-0.204,91.90,100.0,30.45,4.53,300,-888.88,32.54,0.0,1,0.00,0.006,0.0
12/06/16,04:30:00,0.1935,29.960,-0.204,91.80,100.0,30.13,4.32,289,-888.88,32.24,0.0,1,0.00,0.006,0.0
12/06/16,04:45:00,0.1935,29.963,-0.204,91.90,100.0,29.55,4.34,300,-888.88,31.64,0.0,1,0.00,0.006,0.0
12/06/16,05:00:00,0.1928,29.963,-0.204,92.10,100.0,28.51,4.34,298,-888.88,30.53,0.0,1,0.00,0.006,0.0
12/06/16,05:15:00,0.1928,29.969,-0.204,92.40,100.0,28.78,4.53,298,-888.88,30.73,0.0,1,0.00,0.006,0.0
12/06/16,05:30:00,0.1928,29.971,-0.204,92.40,100.0,27.27,4.32,298,-888.88,29.20,0.0,1,0.00,0.006,0.0
12/06/16,05:45:00,0.1928,29.977,-0.204,93.00,100.0,28.13,4.34,298,-888.88,29.92,0.0,1,0.00,0.006,0.0
12/06/16,06:00:00,0.1928,29.980,-0.204,93.20,100.0,26.80,4.34,298,-888.88,28.53,0.0,1,0.00,0.006,0.0
12/06/16,06:15:00,0.1928,29.986,-0.204,93.80,100.0,26.74,4.44,298,-888.88,28.32,0.0,1,0.00,0.006,0.0
12/06/16,06:30:00,0.1920,29.983,-0.204,94.40,100.0,27.52,4.32,298,-888.88,28.94,0.0,1,0.00,0.006,0.0
12/06/16,06:45:00,0.1920,29.983,-0.204,94.50,100.0,27.25,4.34,298,-888.88,28.63,0.0,4,0.00,0.006,0.0
12/06/16,07:00:00,0.1920,29.989,-0.204,94.90,100.0,27.81,4.34,298,-888.88,29.10,0.0,9,0.00,0.006,0.0
12/06/16,07:15:00,0.1920,29.989,-0.204,95.20,100.0,28.24,4.44,298,-888.88,29.46,0.0,18,0.00,0.006,0.0
12/06/16,07:30:00,0.1920,29.992,-0.204,95.30,100.0,29.08,4.43,298,-888.88,30.28,0.0,107,0.00,0.006,0.0
12/06/16,07:45:00,0.1928,29.989,-0.204,95.30,100.0,30.15,4.54,298,-888.88,31.34,0.0,152,0.00,0.006,0.0
12/06/16,08:00:00,0.1935,29.989,-0.204,95.00,100.0,31.46,4.56,298,-888.88,32.74,0.0,184,0.00,0.006,0.0
12/06/16,08:15:00,0.1935,29.995,-0.204,94.20,100.0,33.03,4.53,296,-888.88,34.52,0.0,208,0.00,0.006,0.0
12/06/16,08:30:00,0.1935,29.989,-0.204,92.90,14.7,34.18,4.56,295,-888.88,36.02,0.0,231,0.00,0.006,0.0
12/06/16,08:45:00,0.1942,29.992,-0.204,89.40,10.6,34.68,4.56,310,-888.88,37.51,0.0,254,0.00,0.006,6.2
12/06/16,09:00:00,0.1942,29.992,-0.204,83.60,8.8,34.36,4.56,319,-888.88,38.89,2.9,279,0.00,0.006,5.4
12/06/16,09:15:00,0.1942,30.001,-0.204,79.10,7.6,33.12,4.34,331,-888.88,39.03,3.3,301,0.00,0.006,7.9
12/06/16,09:30:00,0.1949,30.001,-0.204,76.00,7.1,32.63,4.56,323,-888.88,39.55,4.6,321,0.00,0.006,8.3
12/06/16,09:45:00,0.1949,30.004,-0.204,74.00,7.1,32.65,4.56,329,-888.88,40.25,2.9,339,0.00,0.006,7.1
12/06/16,10:00:00,0.1964,30.007,-0.204,71.90,6.5,32.65,4.56,337,-888.88,41.00,2.9,356,0.00,0.006,8.3
12/06/16,10:15:00,0.1971,30.001,-0.204,69.40,5.9,31.91,4.34,321,-888.88,41.14,4.6,371,0.00,0.006,11.2
12/06/16,10:30:00,0.1971,29.995,-0.204,67.60,5.3,31.78,4.56,331,-888.88,41.69,4.6,388,0.00,0.006,8.7
12/06/16,10:45:00,0.1971,29.992,-0.204,65.60,4.7,30.74,4.56,338,-888.88,41.37,5.8,364,0.00,0.006,12.5
12/06/16,11:00:00,0.1964,29.989,-0.204,64.90,4.1,30.90,4.56,317,-888.88,41.83,5.8,443,0.00,0.006,11.6
12/06/16,11:15:00,0.1964,29.986,-0.204,64.10,4.1,30.20,4.63,320,-888.88,41.42,5.8,399,0.00,0.006,12.9
12/06/16,11:30:00,0.1964,29.974,-0.204,63.60,4.1,30.54,4.56,337,-888.88,41.97,5.8,422,0.00,0.006,10.8
12/06/16,11:45:00,0.1964,29.963,-0.204,62.60,3.5,30.63,4.56,330,-888.88,42.48,5.8,443,0.00,0.006,12.0
12/06/16,12:00:00,0.1957,29.948,-0.204,62.00,3.5,30.43,4.56,337,-888.88,42.52,6.2,379,0.00,0.006,11.6
12/06/16,12:15:00,0.1957,29.945,-0.204,61.00,3.5,30.31,4.34,355,-888.88,42.80,5.8,368,0.00,0.006,13.7
12/06/16,12:30:00,0.1949,29.942,-0.204,60.70,3.5,30.22,4.56,337,-888.88,42.85,5.0,316,0.00,0.006,9.1
12/06/16,12:45:00,0.1949,29.936,-0.204,59.90,3.5,30.16,4.56,343,-888.88,43.12,5.8,222,0.00,0.006,12.0
12/06/16,13:00:00,0.1949,29.939,-0.204,58.70,3.5,29.53,4.56,20,-888.88,42.98,5.8,342,0.00,0.006,11.6
12/06/16,13:15:00,0.1949,29.939,-0.204,58.90,2.9,29.32,4.44,343,-888.88,42.66,4.2,268,0.00,0.006,10.0
12/06/16,13:30:00,0.1942,29.939,-0.204,59.30,3.5,29.95,4.56,350,-888.88,43.17,3.7,326,0.00,0.006,8.7
12/06/16,13:45:00,0.1942,29.933,-0.204,60.00,2.9,29.43,4.56,7,-888.88,42.29,4.6,207,0.00,0.006,9.1
12/06/16,14:00:00,0.1935,29.930,-0.204,61.30,2.9,29.25,4.56,354,-888.88,41.55,3.3,89,0.00,0.006,7.5
12/06/16,14:15:00,0.1935,29.930,-0.204,61.50,2.9,29.55,4.44,317,-888.88,41.79,2.5,108,0.00,0.006,5.0
12/06/16,14:30:00,0.1942,29.927,-0.204,61.70,2.9,29.89,4.57,299,-888.88,42.06,1.7,96,0.00,0.006,3.3
12/06/16,14:45:00,0.1935,29.927,-0.204,61.90,3.5,29.57,4.56,299,-888.88,41.65,2.1,72,0.00,0.006,4.2
12/06/16,15:00:00,0.1935,29.924,-0.204,62.00,3.5,29.61,4.56,347,-888.88,41.65,1.7,52,0.00,0.006,3.7
12/06/16,15:15:00,0.1935,29.915,-0.204,62.80,3.5,29.53,4.34,42,-888.88,41.23,2.1,41,0.00,0.006,6.2
12/06/16,15:30:00,0.1928,29.909,-0.204,64.30,4.1,29.17,4.50,60,-888.88,40.25,2.9,24,0.00,0.006,5.4
12/06/16,15:45:00,0.1920,29.907,-0.204,65.20,4.1,29.34,4.50,73,-888.88,40.06,2.1,8,0.00,0.006,5.4
12/06/16,16:00:00,0.1920,29.892,-0.204,65.90,4.7,29.25,4.49,77,-888.88,39.69,3.3,1,0.00,0.006,5.4
12/06/16,16:15:00,0.1928,29.886,-0.204,67.20,5.3,29.53,4.63,73,-888.88,39.50,2.9,1,0.00,0.006,5.8
12/06/16,16:30:00,0.1920,29.880,-0.204,68.00,5.3,29.79,4.45,65,-888.88,39.45,3.7,1,0.00,0.006,7.5
12/06/16,16:45:00,0.1920,29.880,-0.204,69.70,5.9,30.25,4.46,76,-888.88,39.31,3.7,1,0.00,0.006,9.5
12/06/16,17:00:00,0.1920,29.883,-0.204,70.60,6.5,30.31,4.46,94,-888.88,39.03,2.5,1,0.00,0.006,6.2
12/06/16,17:15:00,0.1920,29.886,-0.204,71.30,7.1,30.42,4.53,97,-888.88,38.89,1.7,1,0.00,0.006,3.7
12/06/16,17:30:00,0.1920,29.895,-0.204,71.80,7.1,30.40,4.44,67,-888.88,38.70,1.2,1,0.00,0.006,3.3
12/06/16,17:45:00,0.1920,29.898,-0.204,72.50,7.6,30.54,4.44,65,-888.88,38.61,0.8,1,0.00,0.006,2.9
12/06/16,18:00:00,0.1920,29.898,-0.204,73.20,7.6,30.83,4.44,65,-888.88,38.65,1.2,1,0.00,0.006,2.9
12/06/16,18:15:00,0.1920,29.895,-0.204,73.60,7.6,31.01,4.44,65,-888.88,38.70,0.4,1,0.00,0.006,2.5
12/06/16,18:30:00,0.1920,29.895,-0.204,74.00,8.2,30.96,4.42,65,-888.88,38.51,0.4,1,0.00,0.006,2.9
12/06/16,18:45:00,0.1920,29.892,-0.204,74.70,31.2,30.36,4.43,65,-888.88,37.66,0.4,1,0.00,0.006,1.2
12/06/16,19:00:00,0.1920,29.892,-0.204,76.50,39.4,30.63,4.44,65,-888.88,37.32,0.4,1,0.00,0.006,1.2
12/06/16,19:15:00,0.1920,29.883,-0.204,77.60,43.5,30.65,4.63,65,-888.88,36.99,0.0,1,0.00,0.006,0.0
12/06/16,19:30:00,0.1920,29.883,-0.204,78.80,45.3,31.77,4.40,65,-888.88,37.75,0.8,1,0.00,0.006,1.7
12/06/16,19:45:00,0.1920,29.886,-0.204,79.50,52.4,31.06,4.42,65,-888.88,36.79,0.0,1,0.00,0.006,1.2
12/06/16,20:00:00,0.1920,29.889,-0.204,80.20,55.9,31.42,4.42,65,-888.88,36.94,0.4,1,0.00,0.006,0.8
12/06/16,20:15:00,0.1920,29.895,-0.204,81.00,64.7,31.75,4.63,65,-888.88,37.03,0.4,1,0.00,0.006,1.7
12/06/16,20:30:00,0.1920,29.898,-0.204,81.80,68.2,32.00,4.39,65,-888.88,37.03,0.0,1,0.00,0.006,0.0
12/06/16,20:45:00,0.1920,29.901,-0.204,82.40,67.1,32.27,4.41,65,-888.88,37.13,0.4,1,0.00,0.006,2.1
12/06/16,21:00:00,0.1920,29.901,-0.204,82.70,66.5,32.56,4.42,65,-888.88,37.32,0.8,1,0.00,0.006,1.2
12/06/16,21:15:00,0.1920,29.892,-0.204,82.40,64.1,32.50,4.44,65,-888.88,37.37,0.8,1,0.00,0.006,2.1
12/06/16,21:30:00,0.1920,29.886,-0.204,82.10,58.8,32.50,4.39,65,-888.88,37.46,1.2,1,0.00,0.006,2.5
12/06/16,21:45:00,0.1920,29.880,-0.204,81.60,57.6,32.50,4.39,51,-888.88,37.61,0.8,1,0.00,0.006,2.5
12/06/16,22:00:00,0.1920,29.877,-0.204,81.40,57.6,32.67,4.40,45,-888.88,37.85,0.0,1,0.00,0.006,1.2
12/06/16,22:15:00,0.1920,29.871,-0.204,80.80,55.3,32.90,4.53,39,-888.88,38.27,1.7,1,0.00,0.006,4.6
12/06/16,22:30:00,0.1913,29.868,-0.204,80.10,52.4,32.88,4.38,10,-888.88,38.46,1.7,1,0.00,0.006,3.3
12/06/16,22:45:00,0.1913,29.865,-0.204,79.30,51.8,32.85,4.39,13,-888.88,38.70,1.2,1,0.00,0.006,3.3
12/06/16,23:00:00,0.1913,29.862,-0.204,79.00,57.6,32.40,4.39,11,-888.88,38.32,0.4,1,0.00,0.006,2.1
12/06/16,23:15:00,0.1913,29.856,-0.204,79.60,58.2,32.58,4.44,11,-888.88,38.32,0.0,1,0.00,0.006,1.2
12/06/16,23:30:00,0.1913,29.850,-0.204,80.00,74.7,32.32,4.36,11,-888.88,37.94,0.0,1,0.00,0.006,0.8
12/06/16,23:45:00,0.1913,29.839,-0.204,80.70,65.9,32.54,4.38,11,-888.88,37.94,0.0,1,0.00,0.006,1.2
12/07/16,00:00:00,0.1913,29.824,-0.204,81.60,71.8,32.92,4.39,11,-888.88,38.04,0.4,1,0.00,0.006,1.2
12/07/16,00:15:00,0.1913,29.806,-0.204,81.60,62.9,33.98,4.44,25,-888.88,39.12,1.7,1,0.00,0.006,5.8
12/07/16,00:30:00,0.1913,29.806,-0.204,81.00,61.2,34.12,4.35,45,-888.88,39.45,1.7,1,0.00,0.006,5.0
12/07/16,00:45:00,0.1913,29.812,-0.204,80.60,60.6,34.23,4.36,87,-888.88,39.69,1.2,1,0.00,0.006,4.6
12/07/16,01:00:00,0.1913,29.812,-0.204,80.30,63.5,34.03,4.38,84,-888.88,39.60,1.7,1,0.00,0.006,3.7
12/07/16,01:15:00,0.1913,29.815,-0.204,80.40,60.6,34.54,4.63,88,-888.88,40.06,2.1,1,0.00,0.006,4.2
12/07/16,01:30:00,0.1913,29.821,-0.204,80.30,62.9,34.54,4.35,88,-888.88,40.11,1.7,1,0.00,0.006,3.7
12/07/16,01:45:00,0.1913,29.821,-0.204,80.40,63.5,34.57,4.36,88,-888.88,40.11,0.0,1,0.00,0.006,1.7
12/07/16,02:00:00,0.1913,29.815,-0.204,80.70,65.3,34.57,4.36,83,-888.88,40.02,1.2,1,0.00,0.006,4.2
12/07/16,02:15:00,0.1920,29.809,-0.204,81.30,100.0,34.63,4.53,79,-888.88,39.88,2.9,1,0.00,0.006,6.6
12/07/16,02:30:00,0.1935,29.809,-0.204,83.10,100.0,34.54,4.35,72,-888.88,39.22,4.6,1,0.01,0.006,10.4
12/07/16,02:45:00,0.1942,29.803,-0.204,85.40,100.0,34.66,4.36,76,-888.88,38.65,5.0,1,0.00,0.006,9.5
12/07/16,03:00:00,0.1949,29.803,-0.204,86.70,100.0,34.95,4.36,88,-888.88,38.56,2.5,1,0.00,0.006,6.6
12/07/16,03:15:00,0.1964,29.794,-0.204,87.50,100.0,35.22,4.34,77,-888.88,38.61,4.2,1,0.01,0.006,12.5
12/07/16,03:30:00,0.1993,29.788,-0.204,88.10,100.0,35.44,4.34,72,-888.88,38.65,4.6,1,0.00,0.006,9.5
12/07/16,03:45:00,0.2008,29.782,-0.204,88.30,100.0,35.55,4.35,73,-888.88,38.70,4.2,1,0.01,0.006,8.3
12/07/16,04:00:00,0.2022,29.782,-0.204,88.00,100.0,35.60,4.36,76,-888.88,38.84,4.6,1,0.00,0.006,8.3
12/07/16,04:15:00,0.2029,29.782,-0.204,87.80,100.0,35.58,4.34,77,-888.88,38.89,3.7,1,0.00,0.006,8.3
12/07/16,04:30:00,0.2037,29.785,-0.204,87.90,100.0,35.53,4.34,66,-888.88,38.79,3.7,1,0.01,0.006,9.1
12/07/16,04:45:00,0.2044,29.788,-0.204,88.60,100.0,35.87,4.35,72,-888.88,38.94,4.2,1,0.00,0.006,9.1
12/07/16,05:00:00,0.2044,29.797,-0.204,88.30,100.0,35.73,4.35,69,-888.88,38.89,3.3,1,0.00,0.006,7.1
12/07/16,05:15:00,0.2044,29.809,-0.204,88.40,100.0,35.53,4.53,67,-888.88,38.65,2.5,1,0.00,0.006,5.0
12/07/16,05:30:00,0.2066,29.809,-0.204,89.70,100.0,35.62,4.34,76,-888.88,38.37,4.2,1,0.01,0.006,8.7
12/07/16,05:45:00,0.2095,29.803,-0.204,91.20,100.0,35.80,4.34,72,-888.88,38.13,2.9,1,0.00,0.006,7.1
12/07/16,06:00:00,0.2131,29.797,-0.204,92.10,100.0,36.00,4.35,86,-888.88,38.08,2.9,1,0.02,0.006,7.5
12/07/16,06:15:00,0.2153,29.806,-0.204,92.70,100.0,36.21,4.44,84,-888.88,38.13,3.3,1,0.00,0.006,7.5
12/07/16,06:30:00,0.2146,29.809,-0.204,92.80,100.0,36.19,4.33,74,-888.88,38.08,2.5,1,0.00,0.006,6.2
12/07/16,06:45:00,0.2138,29.818,-0.204,93.00,100.0,36.34,4.34,66,-888.88,38.18,3.7,1,0.00,0.006,7.9
12/07/16,07:00:00,0.2131,29.827,-0.204,93.10,100.0,36.23,4.35,65,-888.88,38.04,0.4,2,0.00,0.006,3.3
12/07/16,07:15:00,0.2131,29.839,-0.204,93.30,100.0,36.41,4.63,60,-888.88,38.18,0.4,2,0.01,0.006,4.6
12/07/16,07:30:00,0.2160,29.850,-0.204,93.80,100.0,34.93,4.33,274,-888.88,36.55,3.3,6,0.02,0.006,5.8
12/07/16,07:45:00,0.2204,29.850,-0.204,94.50,100.0,34.65,4.34,291,-888.88,36.07,2.9,23,0.01,0.006,5.8
12/07/16,08:00:00,0.2211,29.847,-0.204,94.90,100.0,34.52,4.35,299,-888.88,35.83,3.3,24,0.00,0.006,5.4
12/07/16,08:15:00,0.2204,29.850,-0.204,95.30,100.0,34.32,4.44,306,-888.88,35.54,3.7,36,0.00,0.006,6.6
12/07/16,08:30:00,0.2182,29.856,-0.204,95.60,100.0,34.21,4.35,324,-888.88,35.35,4.2,37,0.00,0.006,8.3
12/07/16,08:45:00,0.2167,29.856,-0.204,95.90,100.0,34.14,4.38,312,-888.88,35.20,3.7,44,0.00,0.006,8.3
12/07/16,09:00:00,0.2153,29.856,-0.204,96.10,100.0,34.54,4.42,334,-888.88,35.54,2.5,54,0.00,0.006,5.4
12/07/16,09:15:00,0.2146,29.856,-0.204,96.20,100.0,34.66,4.34,326,-888.88,35.64,0.0,51,0.00,0.006,2.9
12/07/16,09:30:00,0.2138,29.859,-0.204,96.30,100.0,34.88,4.42,320,-888.88,35.83,0.0,52,0.00,0.006,0.0
12/07/16,09:45:00,0.2131,29.865,-0.204,96.30,100.0,35.11,4.45,341,-888.88,36.07,0.8,66,0.00,0.006,5.0
12/07/16,10:00:00,0.2116,29.868,-0.204,96.40,100.0,35.47,4.49,299,-888.88,36.41,0.0,93,0.00,0.006,0.0
12/07/16,10:15:00,0.2109,29.865,-0.204,96.30,100.0,35.69,4.34,309,-888.88,36.65,0.0,103,0.00,0.006,0.0
12/07/16,10:30:00,0.2102,29.865,-0.204,96.30,100.0,35.94,4.54,296,-888.88,36.89,0.0,142,0.00,0.006,0.0
12/07/16,10:45:00,0.2102,29.862,-0.204,96.20,100.0,36.72,4.56,285,-888.88,37.70,0.0,139,0.00,0.006,0.0
12/07/16,11:00:00,0.2095,29.853,-0.204,96.10,100.0,37.60,4.56,257,-888.88,38.61,0.0,182,0.00,0.006,0.0
12/07/16,11:15:00,0.2087,29.850,-0.204,95.70,18.8,37.81,4.63,313,-888.88,38.94,0.0,259,0.00,0.006,0.0
12/07/16,11:30:00,0.2080,29.844,-0.204,95.10,20.6,37.85,4.56,343,-888.88,39.12,0.0,209,0.00,0.006,0.0
12/07/16,11:45:00,0.2066,29.842,-0.204,94.90,24.7,37.98,4.56,298,-888.88,39.31,1.2,119,0.00,0.006,4.2
12/07/16,12:00:00,0.2066,29.836,-0.204,94.70,21.2,38.16,4.56,292,-888.88,39.55,2.1,153,0.00,0.006,4.2
12/07/16,12:15:00,0.2051,29.836,-0.204,94.30,17.1,38.48,4.34,277,-888.88,39.97,1.7,114,0.00,0.006,4.6
12/07/16,12:30:00,0.2051,29.833,-0.204,93.70,14.1,38.86,4.56,284,-888.88,40.53,1.2,187,0.00,0.006,3.7
12/07/16,12:45:00,0.2044,29.824,-0.204,93.00,17.6,38.71,4.56,293,-888.88,40.58,1.2,74,0.00,0.006,3.7
12/07/16,13:00:00,0.2029,29.824,-0.204,92.70,17.1,38.68,4.56,261,-888.88,40.63,1.7,79,0.00,0.006,5.0
12/07/16,13:15:00,0.2029,29.821,-0.204,92.60,15.9,38.61,4.44,230,-888.88,40.58,0.8,91,0.00,0.006,3.3
12/07/16,13:30:00,0.2029,29.815,-0.204,92.00,14.7,38.86,4.54,230,-888.88,41.00,0.8,92,0.00,0.006,3.3
12/07/16,13:45:00,0.2022,29.818,-0.204,91.50,16.5,38.35,4.56,227,-888.88,40.63,1.2,56,0.00,0.006,3.3
12/07/16,14:00:00,0.2015,29.821,-0.204,90.80,17.1,38.34,4.56,205,-888.88,40.81,1.2,34,0.00,0.006,2.9
12/07/16,14:15:00,0.2015,29.824,-0.204,90.20,17.1,38.17,4.63,205,-888.88,40.81,1.2,41,0.00,0.006,3.7
12/07/16,14:30:00,0.2008,29.824,-0.204,89.70,21.8,37.71,4.51,237,-888.88,40.49,3.3,41,0.00,0.006,5.8
12/07/16,14:45:00,0.2008,29.824,-0.204,89.90,22.4,37.99,4.51,254,-888.88,40.72,1.7,31,0.00,0.006,3.7
12/07/16,15:00:00,0.2000,29.830,-0.204,90.00,24.7,37.98,4.51,277,-888.88,40.67,2.1,29,0.00,0.006,3.7
12/07/16,15:15:00,0.2000,29.833,-0.204,90.10,25.3,37.87,4.34,291,-888.88,40.53,2.1,18,0.00,0.006,3.7
12/07/16,15:30:00,0.2000,29.839,-0.204,90.00,27.1,37.60,4.46,263,-888.88,40.30,2.9,11,0.00,0.006,5.8
12/07/16,15:45:00,0.1993,29.842,-0.204,90.10,34.1,37.45,4.46,282,-888.88,40.11,2.5,6,0.00,0.006,4.2
12/07/16,16:00:00,0.1993,29.847,-0.204,90.60,37.1,37.49,4.46,240,-888.88,40.02,2.5,1,0.00,0.006,4.6
12/07/16,16:15:00,0.1993,29.853,-0.204,90.90,40.6,37.49,4.63,232,-888.88,39.92,1.2,1,0.00,0.006,3.3
12/07/16,16:30:00,0.1986,29.859,-0.204,91.00,43.5,37.56,4.43,251,-888.88,39.97,1.2,1,0.00,0.006,4.6
12/07/16,16:45:00,0.1986,29.859,-0.204,91.10,57.6,37.36,4.44,251,-888.88,39.74,1.2,1,0.00,0.006,3.3
12/07/16,17:00:00,0.1978,29.859,-0.204,91.30,55.3,37.33,4.44,250,-888.88,39.64,0.8,1,0.00,0.006,2.5
12/07/16,17:15:00,0.1978,29.862,-0.204,91.50,58.8,37.56,4.53,250,-888.88,39.83,0.8,1,0.00,0.006,2.5
12/07/16,17:30:00,0.1978,29.868,-0.204,91.90,58.2,37.63,4.41,250,-888.88,39.78,0.8,1,0.00,0.006,2.5
12/07/16,17:45:00,0.1978,29.874,-0.204,92.00,49.4,37.65,4.42,250,-888.88,39.78,1.2,1,0.00,0.006,2.5
12/07/16,18:00:00,0.1978,29.880,-0.204,91.80,42.4,37.78,4.42,247,-888.88,39.97,2.1,1,0.00,0.006,4.2
12/07/16,18:15:00,0.1978,29.883,-0.204,91.60,45.9,37.72,4.63,247,-888.88,39.97,2.9,1,0.00,0.006,5.0
12/07/16,18:30:00,0.1971,29.886,-0.204,91.60,100.0,37.54,4.39,227,-888.88,39.78,2.9,1,0.00,0.006,5.4
12/07/16,18:45:00,0.1964,29.880,-0.204,91.80,100.0,36.52,4.40,223,-888.88,38.70,1.2,1,0.00,0.006,4.2
12/07/16,19:00:00,0.1964,29.877,-0.204,92.30,100.0,35.73,4.40,222,-888.88,37.75,0.0,1,0.00,0.006,0.0
12/07/16,19:15:00,0.1957,29.877,-0.204,92.50,100.0,34.92,4.63,222,-888.88,36.89,0.0,1,0.00,0.006,0.0
12/07/16,19:30:00,0.1957,29.880,-0.204,93.10,100.0,34.12,4.38,222,-888.88,35.93,0.0,1,0.00,0.006,0.0
12/07/16,19:45:00,0.1949,29.871,-0.204,93.50,100.0,33.46,4.39,222,-888.88,35.15,0.0,1,0.00,0.006,0.0
12/07/16,20:00:00,0.1949,29.877,-0.204,94.10,100.0,33.13,4.39,222,-888.88,34.66,0.4,1,0.00,0.006,2.5
