"ID","budburst","bbch.first","leafout","bbch.last","species","individ","bud","TX","burst","total","burst.perc","perc"
"BETPOP_W01_22",24,"9",35,"15","BETPOP","BETPOP_W01","22","A",1,25,23,0.92
"BETPOP_W01_23",24,"11",31,"15","BETPOP","BETPOP_W01","23","A",1,25,23,0.92
"BETPOP_W01_24",24,"11",31,"15","BETPOP","BETPOP_W01","24","A",1,25,23,0.92
"BETPOP_W01_25",24,"9",35,"15","BETPOP","BETPOP_W01","25","A",1,25,23,0.92
"BETPOP_W01_3",31,"10",38,"15","BETPOP","BETPOP_W01","3","A",1,25,23,0.92
"BETPOP_W01_4",31,"11",38,"15","BETPOP","BETPOP_W01","4","A",1,25,23,0.92
"BETPOP_W01_5",24,"9",38,"15","BETPOP","BETPOP_W01","5","A",1,25,23,0.92
"BETPOP_W01_6",24,"9",38,"14","BETPOP","BETPOP_W01","6","A",0,25,23,0.92
"BETPOP_W01_7",24,"9",38,"14","BETPOP","BETPOP_W01","7","A",0,25,23,0.92
"BETPOP_W01_8",24,"9",38,"15","BETPOP","BETPOP_W01","8","A",1,25,23,0.92
"BETPOP_W01_9",24,"9",38,"15","BETPOP","BETPOP_W01","9","A",1,25,23,0.92
"BETPOP_W02_1",31,"9",40,"15","BETPOP","BETPOP_W02","1","B",1,28,26,0.928571428571429
"BETPOP_W02_11",20,"9",31,"15","BETPOP","BETPOP_W02","11","B",1,28,26,0.928571428571429
"BETPOP_W02_12",20,"9",31,"15","BETPOP","BETPOP_W02","12","B",1,28,26,0.928571428571429
"BETPOP_W02_13",20,"10",31,"15","BETPOP","BETPOP_W02","13","B",1,28,26,0.928571428571429
"BETPOP_W02_14",24,"9",35,"15","BETPOP","BETPOP_W02","14","B",1,28,26,0.928571428571429
"BETPOP_W02_16",20,"9",35,"15","BETPOP","BETPOP_W02","16","B",1,28,26,0.928571428571429
"BETPOP_W02_17",14,"9",24,"15","BETPOP","BETPOP_W02","17","B",1,28,26,0.928571428571429
"BETPOP_W02_18",14,"9",31,"15","BETPOP","BETPOP_W02","18","B",1,28,26,0.928571428571429
"BETPOP_W02_19",14,"9",31,"15","BETPOP","BETPOP_W02","19","B",1,28,26,0.928571428571429
"BETPOP_W02_2",31,"9",38,"15","BETPOP","BETPOP_W02","2","B",1,28,26,0.928571428571429
"BETPOP_W02_20",24,"10",35,"15","BETPOP","BETPOP_W02","20","B",1,28,26,0.928571428571429
"BETPOP_W02_21",24,"9",35,"15","BETPOP","BETPOP_W02","21","B",1,28,26,0.928571428571429
"BETPOP_W02_22",24,"9",35,"15","BETPOP","BETPOP_W02","22","B",1,28,26,0.928571428571429
"BETPOP_W02_23",24,"9",31,"15","BETPOP","BETPOP_W02","23","B",1,28,26,0.928571428571429
"BETPOP_W02_24",24,"10",35,"15","BETPOP","BETPOP_W02","24","B",1,28,26,0.928571428571429
"BETPOP_W02_25",24,"9",35,"15","BETPOP","BETPOP_W02","25","B",1,28,26,0.928571428571429
"BETPOP_W02_26",14,"10",20,"15","BETPOP","BETPOP_W02","26","B",1,28,26,0.928571428571429
"BETPOP_W02_27",14,"9",31,"15","BETPOP","BETPOP_W02","27","B",1,28,26,0.928571428571429
"BETPOP_W02_28",14,"10",31,"15","BETPOP","BETPOP_W02","28","B",1,28,26,0.928571428571429
"BETPOP_W02_29",14,"9",31,"15","BETPOP","BETPOP_W02","29","B",1,28,26,0.928571428571429
"BETPOP_W02_3",31,"10",38,"15","BETPOP","BETPOP_W02","3","B",1,28,26,0.928571428571429
"BETPOP_W02_30",14,"9",24,"15","BETPOP","BETPOP_W02","30","B",1,28,26,0.928571428571429
"BETPOP_W02_4",31,"12",35,"14","BETPOP","BETPOP_W02","4","B",0,28,26,0.928571428571429
"BETPOP_W02_5",24,"10",31,"15","BETPOP","BETPOP_W02","5","B",1,28,26,0.928571428571429
"BETPOP_W02_6",24,"9",35,"15","BETPOP","BETPOP_W02","6","B",1,28,26,0.928571428571429
"BETPOP_W02_7",24,"9",31,"15","BETPOP","BETPOP_W02","7","B",1,28,26,0.928571428571429
"BETPOP_W02_8",24,"10",31,"14","BETPOP","BETPOP_W02","8","B",0,28,26,0.928571428571429
"BETPOP_W02_9",35,"15",35,"15","BETPOP","BETPOP_W02","9","B",1,28,26,0.928571428571429
"BETPOP_W03_1",31,"9",38,"15","BETPOP","BETPOP_W03","1","A",1,32,31,0.96875
"BETPOP_W03_10",38,"9",47,"15","BETPOP","BETPOP_W03","10","A",1,32,31,0.96875
"BETPOP_W03_11",35,"9",43,"15","BETPOP","BETPOP_W03","11","A",1,32,31,0.96875
"BETPOP_W03_12",35,"9",43,"15","BETPOP","BETPOP_W03","12","A",1,32,31,0.96875
"BETPOP_W03_13",47,"10",47,"10","BETPOP","BETPOP_W03","13","A",0,32,31,0.96875
"BETPOP_W03_14",20,"9",35,"15","BETPOP","BETPOP_W03","14","A",1,32,31,0.96875
"BETPOP_W03_15",31,"11",38,"15","BETPOP","BETPOP_W03","15","A",1,32,31,0.96875
"BETPOP_W03_16",31,"11",38,"15","BETPOP","BETPOP_W03","16","A",1,32,31,0.96875
"BETPOP_W03_17",31,"10",35,"15","BETPOP","BETPOP_W03","17","A",1,32,31,0.96875
"BETPOP_W03_18",20,"9",35,"15","BETPOP","BETPOP_W03","18","A",1,32,31,0.96875
"BETPOP_W03_19",24,"9",31,"15","BETPOP","BETPOP_W03","19","A",1,32,31,0.96875
"BETPOP_W03_2",31,"9",40,"15","BETPOP","BETPOP_W03","2","A",1,32,31,0.96875
"BETPOP_W03_20",24,"9",35,"15","BETPOP","BETPOP_W03","20","A",1,32,31,0.96875
"BETPOP_W03_21",20,"9",31,"15","BETPOP","BETPOP_W03","21","A",1,32,31,0.96875
"BETPOP_W03_22",20,"9",31,"15","BETPOP","BETPOP_W03","22","A",1,32,31,0.96875
"BETPOP_W03_23",20,"9",31,"15","BETPOP","BETPOP_W03","23","A",1,32,31,0.96875
"BETPOP_W03_24",24,"10",35,"15","BETPOP","BETPOP_W03","24","A",1,32,31,0.96875
"BETPOP_W03_25",20,"9",35,"15","BETPOP","BETPOP_W03","25","A",1,32,31,0.96875
"BETPOP_W03_26",24,"9",31,"15","BETPOP","BETPOP_W03","26","A",1,32,31,0.96875
"BETPOP_W03_27",24,"10",31,"15","BETPOP","BETPOP_W03","27","A",1,32,31,0.96875
"BETPOP_W03_28",24,"9",31,"15","BETPOP","BETPOP_W03","28","A",1,32,31,0.96875
"BETPOP_W03_29",14,"9",24,"15","BETPOP","BETPOP_W03","29","A",1,32,31,0.96875
"BETPOP_W03_3",31,"10",38,"15","BETPOP","BETPOP_W03","3","A",1,32,31,0.96875
"BETPOP_W03_30",14,"9",24,"15","BETPOP","BETPOP_W03","30","A",1,32,31,0.96875
"BETPOP_W03_31",14,"9",24,"15","BETPOP","BETPOP_W03","31","A",1,32,31,0.96875
"BETPOP_W03_32",14,"9",24,"15","BETPOP","BETPOP_W03","32","A",1,32,31,0.96875
"BETPOP_W03_4",31,"10",38,"15","BETPOP","BETPOP_W03","4","A",1,32,31,0.96875
"BETPOP_W03_5",31,"9",40,"15","BETPOP","BETPOP_W03","5","A",1,32,31,0.96875
"BETPOP_W03_6",31,"10",40,"15","BETPOP","BETPOP_W03","6","A",1,32,31,0.96875
"BETPOP_W03_7",35,"9",40,"15","BETPOP","BETPOP_W03","7","A",1,32,31,0.96875
"BETPOP_W03_8",20,"9",35,"15","BETPOP","BETPOP_W03","8","A",1,32,31,0.96875
"BETPOP_W03_9",31,"12",38,"15","BETPOP","BETPOP_W03","9","A",1,32,31,0.96875
"BETPOP_W04_1",38,"9",50,"15","BETPOP","BETPOP_W04","1","B",1,8,4,0.5
"BETPOP_W04_2",38,"9",50,"14","BETPOP","BETPOP_W04","2","B",0,8,4,0.5
"BETPOP_W04_3",38,"9",50,"14","BETPOP","BETPOP_W04","3","B",0,8,4,0.5
"BETPOP_W04_4",38,"9",50,"15","BETPOP","BETPOP_W04","4","B",1,8,4,0.5
"BETPOP_W04_5",38,"9",50,"14","BETPOP","BETPOP_W04","5","B",0,8,4,0.5
"BETPOP_W04_6",38,"9",50,"14","BETPOP","BETPOP_W04","6","B",0,8,4,0.5
"BETPOP_W04_7",38,"10",50,"15","BETPOP","BETPOP_W04","7","B",1,8,4,0.5
"BETPOP_W04_8",38,"9",50,"15","BETPOP","BETPOP_W04","8","B",1,8,4,0.5
"BETPOP_W05_1",38,"9",50,"15","BETPOP","BETPOP_W05","1","A",1,24,19,0.791666666666667
"BETPOP_W05_10",35,"9",43,"15","BETPOP","BETPOP_W05","10","A",1,24,19,0.791666666666667
"BETPOP_W05_11",35,"10",43,"15","BETPOP","BETPOP_W05","11","A",1,24,19,0.791666666666667
"BETPOP_W05_12",35,"9",47,"15","BETPOP","BETPOP_W05","12","A",1,24,19,0.791666666666667
"BETPOP_W05_13",35,"9",50,"15","BETPOP","BETPOP_W05","13","A",1,24,19,0.791666666666667
"BETPOP_W05_14",35,"9",47,"15","BETPOP","BETPOP_W05","14","A",1,24,19,0.791666666666667
"BETPOP_W05_15",35,"9",47,"15","BETPOP","BETPOP_W05","15","A",1,24,19,0.791666666666667
"BETPOP_W05_16",35,"9",43,"15","BETPOP","BETPOP_W05","16","A",1,24,19,0.791666666666667
"BETPOP_W05_17",40,"9",50,"14","BETPOP","BETPOP_W05","17","A",0,24,19,0.791666666666667
"BETPOP_W05_18",38,"9",50,"15","BETPOP","BETPOP_W05","18","A",1,24,19,0.791666666666667
"BETPOP_W05_19",40,"9",50,"13","BETPOP","BETPOP_W05","19","A",0,24,19,0.791666666666667
"BETPOP_W05_2",38,"9",50,"15","BETPOP","BETPOP_W05","2","A",1,24,19,0.791666666666667
"BETPOP_W05_20",31,"9",38,"15","BETPOP","BETPOP_W05","20","A",1,24,19,0.791666666666667
"BETPOP_W05_21",35,"9",43,"15","BETPOP","BETPOP_W05","21","A",1,24,19,0.791666666666667
"BETPOP_W05_22",35,"10",43,"15","BETPOP","BETPOP_W05","22","A",1,24,19,0.791666666666667
"BETPOP_W05_23",35,"10",43,"15","BETPOP","BETPOP_W05","23","A",1,24,19,0.791666666666667
"BETPOP_W05_24",38,"10",50,"15","BETPOP","BETPOP_W05","24","A",1,24,19,0.791666666666667
"BETPOP_W05_3",38,"9",50,"15","BETPOP","BETPOP_W05","3","A",1,24,19,0.791666666666667
"BETPOP_W05_4",38,"9",47,"15","BETPOP","BETPOP_W05","4","A",1,24,19,0.791666666666667
"BETPOP_W05_5",38,"9",50,"15","BETPOP","BETPOP_W05","5","A",1,24,19,0.791666666666667
"BETPOP_W05_6",40,"9",50,"11","BETPOP","BETPOP_W05","6","A",0,24,19,0.791666666666667
"BETPOP_W05_7",43,"9",50,"13","BETPOP","BETPOP_W05","7","A",0,24,19,0.791666666666667
"BETPOP_W05_8",38,"9",50,"15","BETPOP","BETPOP_W05","8","A",1,24,19,0.791666666666667
"BETPOP_W05_9",43,"9",50,"11","BETPOP","BETPOP_W05","9","A",0,24,19,0.791666666666667
"BETPOP_W06_1",31,"10",47,"15","BETPOP","BETPOP_W06","1","B",1,20,16,0.8
"BETPOP_W06_10",31,"9",50,"11","BETPOP","BETPOP_W06","10","B",0,20,16,0.8
"BETPOP_W06_11",31,"9",47,"15","BETPOP","BETPOP_W06","11","B",1,20,16,0.8
"BETPOP_W06_12",35,"10",47,"15","BETPOP","BETPOP_W06","12","B",1,20,16,0.8
"BETPOP_W06_13",31,"10",47,"15","BETPOP","BETPOP_W06","13","B",1,20,16,0.8
"BETPOP_W06_14",31,"10",43,"15","BETPOP","BETPOP_W06","14","B",1,20,16,0.8
"BETPOP_W06_15",31,"11",38,"15","BETPOP","BETPOP_W06","15","B",1,20,16,0.8
"BETPOP_W06_16",31,"9",47,"15","BETPOP","BETPOP_W06","16","B",1,20,16,0.8
"BETPOP_W06_17",24,"10",31,"15","BETPOP","BETPOP_W06","17","B",1,20,16,0.8
"BETPOP_W06_18",20,"10",31,"15","BETPOP","BETPOP_W06","18","B",1,20,16,0.8
"BETPOP_W06_19",20,"9",31,"15","BETPOP","BETPOP_W06","19","B",1,20,16,0.8
"BETPOP_W06_20",17,"9",31,"15","BETPOP","BETPOP_W06","20","B",1,20,16,0.8
"BETPOP_W06_21",17,"9",35,"15","BETPOP","BETPOP_W06","21","B",1,20,16,0.8
"BETPOP_W06_22",24,"10",35,"15","BETPOP","BETPOP_W06","22","B",1,20,16,0.8
"BETPOP_W06_23",35,"14",38,"15","BETPOP","BETPOP_W06","23","B",1,20,16,0.8
"BETPOP_W06_24",43,"9",50,"11","BETPOP","BETPOP_W06","24","B",0,20,16,0.8
"BETPOP_W06_3",47,"9",50,"10","BETPOP","BETPOP_W06","3","B",0,20,16,0.8
"BETPOP_W06_5",31,"9",47,"15","BETPOP","BETPOP_W06","5","B",1,20,16,0.8
"BETPOP_W06_7",35,"9",50,"14","BETPOP","BETPOP_W06","7","B",0,20,16,0.8
"BETPOP_W06_9",24,"9",47,"15","BETPOP","BETPOP_W06","9","B",1,20,16,0.8
"BETPOP_W07_1",20,"9",38,"15","BETPOP","BETPOP_W07","1","A",1,37,26,0.702702702702703
"BETPOP_W07_10",35,"9",47,"14","BETPOP","BETPOP_W07","10","A",0,37,26,0.702702702702703
"BETPOP_W07_11",35,"9",47,"15","BETPOP","BETPOP_W07","11","A",1,37,26,0.702702702702703
"BETPOP_W07_12",20,"9",47,"15","BETPOP","BETPOP_W07","12","A",1,37,26,0.702702702702703
"BETPOP_W07_13",38,"9",47,"13","BETPOP","BETPOP_W07","13","A",0,37,26,0.702702702702703
"BETPOP_W07_14",35,"10",43,"15","BETPOP","BETPOP_W07","14","A",1,37,26,0.702702702702703
"BETPOP_W07_15",38,"9",47,"13","BETPOP","BETPOP_W07","15","A",0,37,26,0.702702702702703
"BETPOP_W07_16",20,"9",40,"15","BETPOP","BETPOP_W07","16","A",1,37,26,0.702702702702703
"BETPOP_W07_17",35,"10",47,"15","BETPOP","BETPOP_W07","17","A",1,37,26,0.702702702702703
"BETPOP_W07_18",35,"9",47,"14","BETPOP","BETPOP_W07","18","A",0,37,26,0.702702702702703
"BETPOP_W07_19",35,"9",47,"13","BETPOP","BETPOP_W07","19","A",0,37,26,0.702702702702703
"BETPOP_W07_2",38,"9",47,"14","BETPOP","BETPOP_W07","2","A",0,37,26,0.702702702702703
"BETPOP_W07_20",24,"9",43,"15","BETPOP","BETPOP_W07","20","A",1,37,26,0.702702702702703
"BETPOP_W07_21",31,"9",47,"15","BETPOP","BETPOP_W07","21","A",1,37,26,0.702702702702703
"BETPOP_W07_22",31,"9",47,"15","BETPOP","BETPOP_W07","22","A",1,37,26,0.702702702702703
"BETPOP_W07_23",31,"9",47,"15","BETPOP","BETPOP_W07","23","A",1,37,26,0.702702702702703
"BETPOP_W07_24",20,"9",40,"15","BETPOP","BETPOP_W07","24","A",1,37,26,0.702702702702703
"BETPOP_W07_25",31,"9",47,"15","BETPOP","BETPOP_W07","25","A",1,37,26,0.702702702702703
"BETPOP_W07_26",31,"9",47,"15","BETPOP","BETPOP_W07","26","A",1,37,26,0.702702702702703
"BETPOP_W07_27",35,"9",47,"15","BETPOP","BETPOP_W07","27","A",1,37,26,0.702702702702703
"BETPOP_W07_28",35,"9",47,"15","BETPOP","BETPOP_W07","28","A",1,37,26,0.702702702702703
"BETPOP_W07_29",20,"9",47,"15","BETPOP","BETPOP_W07","29","A",1,37,26,0.702702702702703
"BETPOP_W07_3",38,"9",47,"14","BETPOP","BETPOP_W07","3","A",0,37,26,0.702702702702703
"BETPOP_W07_30",35,"9",47,"15","BETPOP","BETPOP_W07","30","A",1,37,26,0.702702702702703
"BETPOP_W07_31",31,"9",47,"12","BETPOP","BETPOP_W07","31","A",0,37,26,0.702702702702703
"BETPOP_W07_32",35,"9",47,"15","BETPOP","BETPOP_W07","32","A",1,37,26,0.702702702702703
"BETPOP_W07_33",35,"9",47,"14","BETPOP","BETPOP_W07","33","A",0,37,26,0.702702702702703
"BETPOP_W07_34",24,"9",43,"15","BETPOP","BETPOP_W07","34","A",1,37,26,0.702702702702703
"BETPOP_W07_35",31,"9",43,"15","BETPOP","BETPOP_W07","35","A",1,37,26,0.702702702702703
"BETPOP_W07_36",35,"9",47,"15","BETPOP","BETPOP_W07","36","A",1,37,26,0.702702702702703
"BETPOP_W07_37",35,"9",43,"15","BETPOP","BETPOP_W07","37","A",1,37,26,0.702702702702703
"BETPOP_W07_4",38,"9",47,"14","BETPOP","BETPOP_W07","4","A",0,37,26,0.702702702702703
"BETPOP_W07_5",31,"9",47,"15","BETPOP","BETPOP_W07","5","A",1,37,26,0.702702702702703
"BETPOP_W07_6",24,"9",47,"15","BETPOP","BETPOP_W07","6","A",1,37,26,0.702702702702703
"BETPOP_W07_7",31,"9",43,"15","BETPOP","BETPOP_W07","7","A",1,37,26,0.702702702702703
"BETPOP_W07_8",20,"9",47,"15","BETPOP","BETPOP_W07","8","A",1,37,26,0.702702702702703
"BETPOP_W07_9",35,"9",47,"14","BETPOP","BETPOP_W07","9","A",0,37,26,0.702702702702703
"BETPOP_W08_1",24,"9",38,"15","BETPOP","BETPOP_W08","1","B",1,17,10,0.588235294117647
"BETPOP_W08_10",24,"9",35,"15","BETPOP","BETPOP_W08","10","B",1,17,10,0.588235294117647
"BETPOP_W08_11",24,"9",35,"14","BETPOP","BETPOP_W08","11","B",0,17,10,0.588235294117647
"BETPOP_W08_12",24,"9",35,"15","BETPOP","BETPOP_W08","12","B",1,17,10,0.588235294117647
"BETPOP_W08_13",24,"9",35,"9","BETPOP","BETPOP_W08","13","B",1,17,10,0.588235294117647
"BETPOP_W08_16",31,"11",35,"12","BETPOP","BETPOP_W08","16","B",0,17,10,0.588235294117647
"BETPOP_W08_17",24,"10",35,"14","BETPOP","BETPOP_W08","17","B",0,17,10,0.588235294117647
"BETPOP_W08_18",35,"9",35,"9","BETPOP","BETPOP_W08","18","B",1,17,10,0.588235294117647
"BETPOP_W08_19",31,"15",31,"15","BETPOP","BETPOP_W08","19","B",1,17,10,0.588235294117647
"BETPOP_W08_2",24,"9",38,"15","BETPOP","BETPOP_W08","2","B",1,17,10,0.588235294117647
"BETPOP_W08_3",31,"11",35,"13","BETPOP","BETPOP_W08","3","B",0,17,10,0.588235294117647
"BETPOP_W08_4",31,"10",35,"13","BETPOP","BETPOP_W08","4","B",0,17,10,0.588235294117647
"BETPOP_W08_5",31,"10",35,"13","BETPOP","BETPOP_W08","5","B",0,17,10,0.588235294117647
"BETPOP_W08_6",31,"9",35,"12","BETPOP","BETPOP_W08","6","B",0,17,10,0.588235294117647
"BETPOP_W08_7",31,"12",35,"15","BETPOP","BETPOP_W08","7","B",1,17,10,0.588235294117647
"BETPOP_W08_8",24,"9",35,"15","BETPOP","BETPOP_W08","8","B",1,17,10,0.588235294117647
"BETPOP_W08_9",24,"9",35,"15","BETPOP","BETPOP_W08","9","B",1,17,10,0.588235294117647
"BETPOP_W09_1",31,"11",40,"15","BETPOP","BETPOP_W09","1","B",1,13,9,0.692307692307692
"BETPOP_W09_10",31,"9",35,"15","BETPOP","BETPOP_W09","10","B",1,13,9,0.692307692307692
"BETPOP_W09_11",31,"14",35,"15","BETPOP","BETPOP_W09","11","B",1,13,9,0.692307692307692
"BETPOP_W09_12",31,"15",31,"15","BETPOP","BETPOP_W09","12","B",1,13,9,0.692307692307692
"BETPOP_W09_13",31,"12",35,"15","BETPOP","BETPOP_W09","13","B",1,13,9,0.692307692307692
"BETPOP_W09_14",31,"11",35,"15","BETPOP","BETPOP_W09","14","B",1,13,9,0.692307692307692
"BETPOP_W09_2",31,"11",38,"15","BETPOP","BETPOP_W09","2","B",1,13,9,0.692307692307692
"BETPOP_W09_3",31,"12",38,"14","BETPOP","BETPOP_W09","3","B",0,13,9,0.692307692307692
"BETPOP_W09_4",31,"9",38,"14","BETPOP","BETPOP_W09","4","B",0,13,9,0.692307692307692
"BETPOP_W09_5",35,"12",38,"12","BETPOP","BETPOP_W09","5","B",0,13,9,0.692307692307692
"BETPOP_W09_6",31,"9",38,"13","BETPOP","BETPOP_W09","6","B",0,13,9,0.692307692307692
"BETPOP_W09_7",31,"11",38,"15","BETPOP","BETPOP_W09","7","B",1,13,9,0.692307692307692
"BETPOP_W09_9",31,"15",31,"15","BETPOP","BETPOP_W09","9","B",1,13,9,0.692307692307692
"BETPOP_W10_1",24,"9",52,"15","BETPOP","BETPOP_W10","1","A",1,18,15,0.833333333333333
"BETPOP_W10_10",35,"9",43,"15","BETPOP","BETPOP_W10","10","A",1,18,15,0.833333333333333
"BETPOP_W10_11",35,"10",40,"15","BETPOP","BETPOP_W10","11","A",1,18,15,0.833333333333333
"BETPOP_W10_12",35,"9",43,"15","BETPOP","BETPOP_W10","12","A",1,18,15,0.833333333333333
"BETPOP_W10_13",43,"9",52,"11","BETPOP","BETPOP_W10","13","A",0,18,15,0.833333333333333
"BETPOP_W10_14",35,"9",43,"15","BETPOP","BETPOP_W10","14","A",1,18,15,0.833333333333333
"BETPOP_W10_15",35,"9",43,"15","BETPOP","BETPOP_W10","15","A",1,18,15,0.833333333333333
"BETPOP_W10_16",31,"10",38,"15","BETPOP","BETPOP_W10","16","A",1,18,15,0.833333333333333
"BETPOP_W10_17",31,"9",38,"15","BETPOP","BETPOP_W10","17","A",1,18,15,0.833333333333333
"BETPOP_W10_18",31,"9",38,"15","BETPOP","BETPOP_W10","18","A",1,18,15,0.833333333333333
"BETPOP_W10_2",40,"9",52,"14","BETPOP","BETPOP_W10","2","A",0,18,15,0.833333333333333
"BETPOP_W10_3",38,"9",52,"15","BETPOP","BETPOP_W10","3","A",1,18,15,0.833333333333333
"BETPOP_W10_4",43,"9",52,"14","BETPOP","BETPOP_W10","4","A",0,18,15,0.833333333333333
"BETPOP_W10_5",43,"9",52,"15","BETPOP","BETPOP_W10","5","A",1,18,15,0.833333333333333
"BETPOP_W10_6",43,"11",50,"15","BETPOP","BETPOP_W10","6","A",1,18,15,0.833333333333333
"BETPOP_W10_7",38,"9",50,"15","BETPOP","BETPOP_W10","7","A",1,18,15,0.833333333333333
"BETPOP_W10_8",38,"10",47,"15","BETPOP","BETPOP_W10","8","A",1,18,15,0.833333333333333
"BETPOP_W10_9",35,"9",43,"15","BETPOP","BETPOP_W10","9","A",1,18,15,0.833333333333333
"BETPOP_W11_1",40,"11",47,"15","BETPOP","BETPOP_W11","1","A",1,20,18,0.9
"BETPOP_W11_10",47,"9",52,"15","BETPOP","BETPOP_W11","10","A",1,20,18,0.9
"BETPOP_W11_11",35,"9",47,"15","BETPOP","BETPOP_W11","11","A",1,20,18,0.9
"BETPOP_W11_12",31,"9",38,"15","BETPOP","BETPOP_W11","12","A",1,20,18,0.9
"BETPOP_W11_13",24,"10",31,"15","BETPOP","BETPOP_W11","13","A",1,20,18,0.9
"BETPOP_W11_14",24,"10",24,"10","BETPOP","BETPOP_W11","14","A",0,20,18,0.9
"BETPOP_W11_15",24,"9",35,"15","BETPOP","BETPOP_W11","15","A",1,20,18,0.9
"BETPOP_W11_16",31,"11",38,"15","BETPOP","BETPOP_W11","16","A",1,20,18,0.9
"BETPOP_W11_17",24,"15",24,"15","BETPOP","BETPOP_W11","17","A",1,20,18,0.9
"BETPOP_W11_18",24,"14",31,"15","BETPOP","BETPOP_W11","18","A",1,20,18,0.9
"BETPOP_W11_19",24,"12",31,"15","BETPOP","BETPOP_W11","19","A",1,20,18,0.9
"BETPOP_W11_2",40,"9",52,"15","BETPOP","BETPOP_W11","2","A",1,20,18,0.9
"BETPOP_W11_20",24,"12",31,"15","BETPOP","BETPOP_W11","20","A",1,20,18,0.9
"BETPOP_W11_3",43,"9",52,"14","BETPOP","BETPOP_W11","3","A",0,20,18,0.9
"BETPOP_W11_4",40,"9",52,"15","BETPOP","BETPOP_W11","4","A",1,20,18,0.9
"BETPOP_W11_5",40,"9",50,"15","BETPOP","BETPOP_W11","5","A",1,20,18,0.9
"BETPOP_W11_6",35,"9",47,"15","BETPOP","BETPOP_W11","6","A",1,20,18,0.9
"BETPOP_W11_7",43,"9",52,"15","BETPOP","BETPOP_W11","7","A",1,20,18,0.9
"BETPOP_W11_8",35,"9",47,"15","BETPOP","BETPOP_W11","8","A",1,20,18,0.9
"BETPOP_W11_9",31,"9",40,"15","BETPOP","BETPOP_W11","9","A",1,20,18,0.9
"BETPOP_W12_1",40,"10",52,"15","BETPOP","BETPOP_W12","1","B",1,38,31,0.815789473684211
"BETPOP_W12_10",35,"10",50,"15","BETPOP","BETPOP_W12","10","B",1,38,31,0.815789473684211
"BETPOP_W12_11",35,"9",50,"12","BETPOP","BETPOP_W12","11","B",0,38,31,0.815789473684211
"BETPOP_W12_12",38,"9",50,"14","BETPOP","BETPOP_W12","12","B",0,38,31,0.815789473684211
"BETPOP_W12_13",24,"9",40,"15","BETPOP","BETPOP_W12","13","B",1,38,31,0.815789473684211
"BETPOP_W12_14",24,"9",47,"15","BETPOP","BETPOP_W12","14","B",1,38,31,0.815789473684211
"BETPOP_W12_15",24,"9",40,"15","BETPOP","BETPOP_W12","15","B",1,38,31,0.815789473684211
"BETPOP_W12_16",31,"10",38,"15","BETPOP","BETPOP_W12","16","B",1,38,31,0.815789473684211
"BETPOP_W12_17",31,"10",38,"15","BETPOP","BETPOP_W12","17","B",1,38,31,0.815789473684211
"BETPOP_W12_18",31,"9",40,"15","BETPOP","BETPOP_W12","18","B",1,38,31,0.815789473684211
"BETPOP_W12_19",31,"9",40,"15","BETPOP","BETPOP_W12","19","B",1,38,31,0.815789473684211
"BETPOP_W12_2",40,"9",50,"9","BETPOP","BETPOP_W12","2","B",1,38,31,0.815789473684211
"BETPOP_W12_20",31,"11",38,"15","BETPOP","BETPOP_W12","20","B",1,38,31,0.815789473684211
"BETPOP_W12_21",31,"10",38,"15","BETPOP","BETPOP_W12","21","B",1,38,31,0.815789473684211
"BETPOP_W12_22",20,"9",35,"15","BETPOP","BETPOP_W12","22","B",1,38,31,0.815789473684211
"BETPOP_W12_23",38,"15",38,"15","BETPOP","BETPOP_W12","23","B",1,38,31,0.815789473684211
"BETPOP_W12_24",24,"9",35,"15","BETPOP","BETPOP_W12","24","B",1,38,31,0.815789473684211
"BETPOP_W12_25",24,"9",38,"15","BETPOP","BETPOP_W12","25","B",1,38,31,0.815789473684211
"BETPOP_W12_26",24,"9",38,"15","BETPOP","BETPOP_W12","26","B",1,38,31,0.815789473684211
"BETPOP_W12_27",24,"9",35,"15","BETPOP","BETPOP_W12","27","B",1,38,31,0.815789473684211
"BETPOP_W12_28",24,"9",35,"15","BETPOP","BETPOP_W12","28","B",1,38,31,0.815789473684211
"BETPOP_W12_29",24,"9",35,"15","BETPOP","BETPOP_W12","29","B",1,38,31,0.815789473684211
"BETPOP_W12_3",40,"9",50,"10","BETPOP","BETPOP_W12","3","B",0,38,31,0.815789473684211
"BETPOP_W12_30",24,"9",35,"15","BETPOP","BETPOP_W12","30","B",1,38,31,0.815789473684211
"BETPOP_W12_31",24,"9",35,"15","BETPOP","BETPOP_W12","31","B",1,38,31,0.815789473684211
"BETPOP_W12_32",31,"9",40,"15","BETPOP","BETPOP_W12","32","B",1,38,31,0.815789473684211
"BETPOP_W12_33",31,"10",38,"15","BETPOP","BETPOP_W12","33","B",1,38,31,0.815789473684211
"BETPOP_W12_34",31,"10",40,"15","BETPOP","BETPOP_W12","34","B",1,38,31,0.815789473684211
"BETPOP_W12_35",20,"9",31,"15","BETPOP","BETPOP_W12","35","B",1,38,31,0.815789473684211
"BETPOP_W12_36",20,"9",31,"15","BETPOP","BETPOP_W12","36","B",1,38,31,0.815789473684211
"BETPOP_W12_37",24,"10",31,"15","BETPOP","BETPOP_W12","37","B",1,38,31,0.815789473684211
