"ID","budburst","bbch.first","leafout","bbch.last","species","individ","bud","frz","tx","dvr","frost","ind"
"BETPOP_W07_13",38,"9",47,"13","BETPOP","BETPOP_W07",13,NA,"A",NA,0,"07"
"BETPOP_W07_14",35,"10",43,"15","BETPOP","BETPOP_W07",14,NA,"A",8,0,"07"
"BETPOP_W07_15",38,"9",47,"13","BETPOP","BETPOP_W07",15,NA,"A",NA,0,"07"
"BETPOP_W07_16",20,"9",40,"15","BETPOP","BETPOP_W07",16,NA,"A",20,0,"07"
"BETPOP_W07_17",35,"10",47,"15","BETPOP","BETPOP_W07",17,NA,"A",12,0,"07"
"BETPOP_W07_18",35,"9",47,"14","BETPOP","BETPOP_W07",18,NA,"A",NA,0,"07"
"BETPOP_W07_19",35,"9",47,"13","BETPOP","BETPOP_W07",19,NA,"A",NA,0,"07"
"BETPOP_W07_2",38,"9",47,"14","BETPOP","BETPOP_W07",2,NA,"A",NA,0,"07"
"BETPOP_W07_20",24,"9",43,"15","BETPOP","BETPOP_W07",20,NA,"A",19,0,"07"
"BETPOP_W07_21",31,"9",47,"15","BETPOP","BETPOP_W07",21,NA,"A",16,0,"07"
"BETPOP_W07_22",31,"9",47,"15","BETPOP","BETPOP_W07",22,NA,"A",16,0,"07"
"BETPOP_W07_23",31,"9",47,"15","BETPOP","BETPOP_W07",23,NA,"A",16,0,"07"
"BETPOP_W07_24",20,"9",40,"15","BETPOP","BETPOP_W07",24,NA,"A",20,0,"07"
"BETPOP_W07_25",31,"9",47,"15","BETPOP","BETPOP_W07",25,NA,"A",16,0,"07"
"BETPOP_W07_26",31,"9",47,"15","BETPOP","BETPOP_W07",26,NA,"A",16,0,"07"
"BETPOP_W07_27",35,"9",47,"15","BETPOP","BETPOP_W07",27,NA,"A",12,0,"07"
"BETPOP_W07_28",35,"9",47,"15","BETPOP","BETPOP_W07",28,NA,"A",12,0,"07"
"BETPOP_W07_29",20,"9",47,"15","BETPOP","BETPOP_W07",29,NA,"A",27,0,"07"
"BETPOP_W07_3",38,"9",47,"14","BETPOP","BETPOP_W07",3,NA,"A",NA,0,"07"
"BETPOP_W07_30",35,"9",47,"15","BETPOP","BETPOP_W07",30,NA,"A",12,0,"07"
"BETPOP_W07_31",31,"9",47,"12","BETPOP","BETPOP_W07",31,NA,"A",NA,0,"07"
"BETPOP_W07_32",35,"9",47,"15","BETPOP","BETPOP_W07",32,NA,"A",12,0,"07"
"BETPOP_W07_33",35,"9",47,"14","BETPOP","BETPOP_W07",33,NA,"A",NA,0,"07"
"BETPOP_W07_34",24,"9",43,"15","BETPOP","BETPOP_W07",34,NA,"A",19,0,"07"
"BETPOP_W07_35",31,"9",43,"15","BETPOP","BETPOP_W07",35,NA,"A",12,0,"07"
"BETPOP_W07_36",35,"9",47,"15","BETPOP","BETPOP_W07",36,NA,"A",12,0,"07"
"BETPOP_W07_37",35,"9",43,"15","BETPOP","BETPOP_W07",37,NA,"A",8,0,"07"
"BETPOP_W07_4",38,"9",47,"14","BETPOP","BETPOP_W07",4,NA,"A",NA,0,"07"
"BETPOP_W07_5",31,"9",47,"15","BETPOP","BETPOP_W07",5,NA,"A",16,0,"07"
"BETPOP_W07_6",24,"9",47,"15","BETPOP","BETPOP_W07",6,NA,"A",23,0,"07"
"BETPOP_W07_7",31,"9",43,"15","BETPOP","BETPOP_W07",7,NA,"A",12,0,"07"
"BETPOP_W07_8",20,"9",47,"15","BETPOP","BETPOP_W07",8,NA,"A",27,0,"07"
"BETPOP_W07_9",35,"9",47,"14","BETPOP","BETPOP_W07",9,NA,"A",NA,0,"07"
"BETPOP_W08_1",24,"9",38,"15","BETPOP","BETPOP_W08",1,31,"B",14,0,"08"
"BETPOP_W08_10",24,"9",35,"15","BETPOP","BETPOP_W08",10,31,"B",11,0,"08"
"BETPOP_W08_11",24,"9",35,"14","BETPOP","BETPOP_W08",11,31,"B",NA,0,"08"
"BETPOP_W08_12",24,"9",35,"15","BETPOP","BETPOP_W08",12,31,"B",11,0,"08"
"BETPOP_W08_13",24,"9",35,"9","BETPOP","BETPOP_W08",13,31,"B",NA,0,"08"
"BETPOP_W08_16",31,"11",35,"12","BETPOP","BETPOP_W08",16,31,"B",NA,1,"08"
"BETPOP_W08_17",24,"10",35,"14","BETPOP","BETPOP_W08",17,31,"B",NA,1,"08"
"BETPOP_W08_18",35,"9",35,"9","BETPOP","BETPOP_W08",18,31,"B",NA,0,"08"
"BETPOP_W08_19",31,"15",31,"15","BETPOP","BETPOP_W08",19,31,"B",0,1,"08"
"BETPOP_W08_2",24,"9",38,"15","BETPOP","BETPOP_W08",2,31,"B",14,0,"08"
"BETPOP_W08_3",31,"11",35,"13","BETPOP","BETPOP_W08",3,31,"B",NA,1,"08"
"BETPOP_W08_4",31,"10",35,"13","BETPOP","BETPOP_W08",4,31,"B",NA,1,"08"
"BETPOP_W08_5",31,"10",35,"13","BETPOP","BETPOP_W08",5,31,"B",NA,1,"08"
"BETPOP_W08_6",31,"9",35,"12","BETPOP","BETPOP_W08",6,31,"B",NA,0,"08"
"BETPOP_W08_7",31,"12",35,"15","BETPOP","BETPOP_W08",7,31,"B",4,1,"08"
"BETPOP_W08_8",24,"9",35,"15","BETPOP","BETPOP_W08",8,31,"B",11,0,"08"
"BETPOP_W08_9",24,"9",35,"15","BETPOP","BETPOP_W08",9,31,"B",11,0,"08"
"BETPOP_W09_1",31,"11",40,"15","BETPOP","BETPOP_W09",1,31,"B",9,1,"09"
"BETPOP_W09_10",31,"9",35,"15","BETPOP","BETPOP_W09",10,31,"B",4,0,"09"
"BETPOP_W09_11",31,"14",35,"15","BETPOP","BETPOP_W09",11,31,"B",4,1,"09"
"BETPOP_W09_12",31,"15",31,"15","BETPOP","BETPOP_W09",12,31,"B",0,1,"09"
"BETPOP_W09_13",31,"12",35,"15","BETPOP","BETPOP_W09",13,31,"B",4,1,"09"
"BETPOP_W09_14",31,"11",35,"15","BETPOP","BETPOP_W09",14,31,"B",4,1,"09"
"BETPOP_W09_2",31,"11",38,"15","BETPOP","BETPOP_W09",2,31,"B",7,1,"09"
"BETPOP_W09_3",31,"12",38,"14","BETPOP","BETPOP_W09",3,31,"B",NA,1,"09"
"BETPOP_W09_4",31,"9",38,"14","BETPOP","BETPOP_W09",4,31,"B",NA,0,"09"
"BETPOP_W09_5",35,"12",38,"12","BETPOP","BETPOP_W09",5,31,"B",NA,1,"09"
"BETPOP_W09_6",31,"9",38,"13","BETPOP","BETPOP_W09",6,31,"B",NA,0,"09"
"BETPOP_W09_7",31,"11",38,"15","BETPOP","BETPOP_W09",7,31,"B",7,1,"09"
"BETPOP_W09_9",31,"15",31,"15","BETPOP","BETPOP_W09",9,31,"B",0,1,"09"
"BETPOP_W10_1",24,"9",52,"15","BETPOP","BETPOP_W10",1,NA,"A",28,0,"10"
"BETPOP_W10_10",35,"9",43,"15","BETPOP","BETPOP_W10",10,NA,"A",8,0,"10"
"BETPOP_W10_11",35,"10",40,"15","BETPOP","BETPOP_W10",11,NA,"A",5,0,"10"
"BETPOP_W10_12",35,"9",43,"15","BETPOP","BETPOP_W10",12,NA,"A",8,0,"10"
"BETPOP_W10_13",43,"9",52,"11","BETPOP","BETPOP_W10",13,NA,"A",NA,0,"10"
"BETPOP_W10_14",35,"9",43,"15","BETPOP","BETPOP_W10",14,NA,"A",8,0,"10"
"BETPOP_W10_15",35,"9",43,"15","BETPOP","BETPOP_W10",15,NA,"A",8,0,"10"
"BETPOP_W10_16",31,"10",38,"15","BETPOP","BETPOP_W10",16,NA,"A",7,0,"10"
"BETPOP_W10_17",31,"9",38,"15","BETPOP","BETPOP_W10",17,NA,"A",7,0,"10"
"BETPOP_W10_18",31,"9",38,"15","BETPOP","BETPOP_W10",18,NA,"A",7,0,"10"
"BETPOP_W10_2",40,"9",52,"14","BETPOP","BETPOP_W10",2,NA,"A",NA,0,"10"
"BETPOP_W10_3",38,"9",52,"15","BETPOP","BETPOP_W10",3,NA,"A",14,0,"10"
"BETPOP_W10_4",43,"9",52,"14","BETPOP","BETPOP_W10",4,NA,"A",NA,0,"10"
"BETPOP_W10_5",43,"9",52,"15","BETPOP","BETPOP_W10",5,NA,"A",9,0,"10"
"BETPOP_W10_6",43,"11",50,"15","BETPOP","BETPOP_W10",6,NA,"A",7,0,"10"
"BETPOP_W10_7",38,"9",50,"15","BETPOP","BETPOP_W10",7,NA,"A",12,0,"10"
"BETPOP_W10_8",38,"10",47,"15","BETPOP","BETPOP_W10",8,NA,"A",9,0,"10"
"BETPOP_W10_9",35,"9",43,"15","BETPOP","BETPOP_W10",9,NA,"A",8,0,"10"
"BETPOP_W11_1",40,"11",47,"15","BETPOP","BETPOP_W11",1,NA,"A",7,0,"11"
"BETPOP_W11_10",47,"9",52,"15","BETPOP","BETPOP_W11",10,NA,"A",5,0,"11"
"BETPOP_W11_11",35,"9",47,"15","BETPOP","BETPOP_W11",11,NA,"A",12,0,"11"
"BETPOP_W11_12",31,"9",38,"15","BETPOP","BETPOP_W11",12,NA,"A",7,0,"11"
"BETPOP_W11_13",24,"10",31,"15","BETPOP","BETPOP_W11",13,NA,"A",7,0,"11"
"BETPOP_W11_14",24,"10",24,"10","BETPOP","BETPOP_W11",14,NA,"A",NA,0,"11"
"BETPOP_W11_15",24,"9",35,"15","BETPOP","BETPOP_W11",15,NA,"A",11,0,"11"
"BETPOP_W11_16",31,"11",38,"15","BETPOP","BETPOP_W11",16,NA,"A",7,0,"11"
"BETPOP_W11_17",24,"15",24,"15","BETPOP","BETPOP_W11",17,NA,"A",0,0,"11"
"BETPOP_W11_18",24,"14",31,"15","BETPOP","BETPOP_W11",18,NA,"A",7,0,"11"
"BETPOP_W11_19",24,"12",31,"15","BETPOP","BETPOP_W11",19,NA,"A",7,0,"11"
"BETPOP_W11_2",40,"9",52,"15","BETPOP","BETPOP_W11",2,NA,"A",12,0,"11"
"BETPOP_W11_20",24,"12",31,"15","BETPOP","BETPOP_W11",20,NA,"A",7,0,"11"
"BETPOP_W11_3",43,"9",52,"14","BETPOP","BETPOP_W11",3,NA,"A",NA,0,"11"
"BETPOP_W11_4",40,"9",52,"15","BETPOP","BETPOP_W11",4,NA,"A",12,0,"11"
"BETPOP_W11_5",40,"9",50,"15","BETPOP","BETPOP_W11",5,NA,"A",10,0,"11"
"BETPOP_W11_6",35,"9",47,"15","BETPOP","BETPOP_W11",6,NA,"A",12,0,"11"
"BETPOP_W11_7",43,"9",52,"15","BETPOP","BETPOP_W11",7,NA,"A",9,0,"11"
"BETPOP_W11_8",35,"9",47,"15","BETPOP","BETPOP_W11",8,NA,"A",12,0,"11"
"BETPOP_W11_9",31,"9",40,"15","BETPOP","BETPOP_W11",9,NA,"A",9,0,"11"
"BETPOP_W12_1",40,"10",52,"15","BETPOP","BETPOP_W12",1,40,"B",12,1,"12"
"BETPOP_W12_10",35,"10",50,"15","BETPOP","BETPOP_W12",10,40,"B",15,1,"12"
"BETPOP_W12_11",35,"9",50,"12","BETPOP","BETPOP_W12",11,40,"B",NA,0,"12"
"BETPOP_W12_12",38,"9",50,"14","BETPOP","BETPOP_W12",12,40,"B",NA,0,"12"
"BETPOP_W12_13",24,"9",40,"15","BETPOP","BETPOP_W12",13,40,"B",16,0,"12"
"BETPOP_W12_14",24,"9",47,"15","BETPOP","BETPOP_W12",14,40,"B",23,0,"12"
"BETPOP_W12_15",24,"9",40,"15","BETPOP","BETPOP_W12",15,40,"B",16,0,"12"
"BETPOP_W12_16",31,"10",38,"15","BETPOP","BETPOP_W12",16,40,"B",7,1,"12"
"BETPOP_W12_17",31,"10",38,"15","BETPOP","BETPOP_W12",17,40,"B",7,1,"12"
"BETPOP_W12_18",31,"9",40,"15","BETPOP","BETPOP_W12",18,40,"B",9,0,"12"
"BETPOP_W12_19",31,"9",40,"15","BETPOP","BETPOP_W12",19,40,"B",9,0,"12"
"BETPOP_W12_2",40,"9",50,"9","BETPOP","BETPOP_W12",2,40,"B",NA,0,"12"
"BETPOP_W12_20",31,"11",38,"15","BETPOP","BETPOP_W12",20,40,"B",7,1,"12"
"BETPOP_W12_21",31,"10",38,"15","BETPOP","BETPOP_W12",21,40,"B",7,1,"12"
"BETPOP_W12_22",20,"9",35,"15","BETPOP","BETPOP_W12",22,40,"B",15,0,"12"
"BETPOP_W12_23",38,"15",38,"15","BETPOP","BETPOP_W12",23,40,"B",0,1,"12"
"BETPOP_W12_24",24,"9",35,"15","BETPOP","BETPOP_W12",24,40,"B",11,0,"12"
"BETPOP_W12_25",24,"9",38,"15","BETPOP","BETPOP_W12",25,40,"B",14,0,"12"
"BETPOP_W12_26",24,"9",38,"15","BETPOP","BETPOP_W12",26,40,"B",14,0,"12"
"BETPOP_W12_27",24,"9",35,"15","BETPOP","BETPOP_W12",27,40,"B",11,0,"12"
"BETPOP_W12_28",24,"9",35,"15","BETPOP","BETPOP_W12",28,40,"B",11,0,"12"
"BETPOP_W12_29",24,"9",35,"15","BETPOP","BETPOP_W12",29,40,"B",11,0,"12"
"BETPOP_W12_3",40,"9",50,"10","BETPOP","BETPOP_W12",3,40,"B",NA,0,"12"
"BETPOP_W12_30",24,"9",35,"15","BETPOP","BETPOP_W12",30,40,"B",11,0,"12"
"BETPOP_W12_31",24,"9",35,"15","BETPOP","BETPOP_W12",31,40,"B",11,0,"12"
"BETPOP_W12_32",31,"9",40,"15","BETPOP","BETPOP_W12",32,40,"B",9,0,"12"
"BETPOP_W12_33",31,"10",38,"15","BETPOP","BETPOP_W12",33,40,"B",7,1,"12"
"BETPOP_W12_34",31,"10",40,"15","BETPOP","BETPOP_W12",34,40,"B",9,1,"12"
"BETPOP_W12_35",20,"9",31,"15","BETPOP","BETPOP_W12",35,40,"B",11,0,"12"
"BETPOP_W12_36",20,"9",31,"15","BETPOP","BETPOP_W12",36,40,"B",11,0,"12"
"BETPOP_W12_37",24,"10",31,"15","BETPOP","BETPOP_W12",37,40,"B",7,1,"12"
"BETPOP_W12_38",24,"9",31,"15","BETPOP","BETPOP_W12",38,40,"B",7,0,"12"
"BETPOP_W12_4",40,"9",50,"10","BETPOP","BETPOP_W12",4,40,"B",NA,0,"12"
"BETPOP_W12_5",43,"9",50,"9","BETPOP","BETPOP_W12",5,40,"B",NA,0,"12"
"BETPOP_W12_6",40,"9",50,"13","BETPOP","BETPOP_W12",6,40,"B",NA,0,"12"
"BETPOP_W12_7",40,"10",50,"13","BETPOP","BETPOP_W12",7,40,"B",NA,1,"12"
"BETPOP_W12_8",35,"9",50,"14","BETPOP","BETPOP_W12",8,40,"B",NA,0,"12"
"BETPOP_W12_9",31,"9",47,"15","BETPOP","BETPOP_W12",9,40,"B",16,0,"12"
"BETPOP_W13_1",40,"9",56,"15","BETPOP","BETPOP_W13",1,NA,"A",16,0,"13"
"BETPOP_W13_2",43,"9",62,"11","BETPOP","BETPOP_W13",2,NA,"A",NA,0,"13"
"BETPOP_W13_3",43,"9",62,"13","BETPOP","BETPOP_W13",3,NA,"A",NA,0,"13"
"BETPOP_W13_4",38,"9",47,"15","BETPOP","BETPOP_W13",4,NA,"A",9,0,"13"
"BETPOP_W13_5",38,"9",47,"15","BETPOP","BETPOP_W13",5,NA,"A",9,0,"13"
"BETPOP_W13_6",40,"9",62,"14","BETPOP","BETPOP_W13",6,NA,"A",NA,0,"13"
"BETPOP_W13_7",43,"9",62,"9","BETPOP","BETPOP_W13",7,NA,"A",NA,0,"13"
"BETPOP_W13_8",43,"9",62,"9","BETPOP","BETPOP_W13",8,NA,"A",NA,0,"13"
"BETPOP_W14_1",52,"9",73,"15","BETPOP","BETPOP_W14",1,76,"B",21,0,"14"
"BETPOP_W14_10",80,"9",88,"15","BETPOP","BETPOP_W14",10,76,"B",8,0,"14"
"BETPOP_W14_11",88,"15",88,"15","BETPOP","BETPOP_W14",11,76,"B",0,1,"14"
"BETPOP_W14_12",73,"9",83,"13","BETPOP","BETPOP_W14",12,76,"B",NA,0,"14"
"BETPOP_W14_13",73,"9",83,"13","BETPOP","BETPOP_W14",13,76,"B",NA,0,"14"
"BETPOP_W14_2",67,"9",83,"15","BETPOP","BETPOP_W14",2,76,"B",16,0,"14"
"BETPOP_W14_3",83,"10",88,"15","BETPOP","BETPOP_W14",3,76,"B",5,1,"14"
"BETPOP_W14_4",73,"9",88,"15","BETPOP","BETPOP_W14",4,76,"B",15,0,"14"
"BETPOP_W14_5",67,"9",88,"9","BETPOP","BETPOP_W14",5,76,"B",NA,0,"14"
"BETPOP_W14_6",83,"11",88,"15","BETPOP","BETPOP_W14",6,76,"B",5,1,"14"
"BETPOP_W14_7",73,"10",83,"15","BETPOP","BETPOP_W14",7,76,"B",10,1,"14"
"BETPOP_W14_8",76,"10",83,"14","BETPOP","BETPOP_W14",8,76,"B",NA,1,"14"
"BETPOP_W15_1",80,"9",83,"10","BETPOP","BETPOP_W15",1,NA,"A",NA,0,"15"
"BETPOP_W15_10",62,"9",76,"15","BETPOP","BETPOP_W15",10,NA,"A",14,0,"15"
"BETPOP_W15_11",52,"9",62,"15","BETPOP","BETPOP_W15",11,NA,"A",10,0,"15"
"BETPOP_W15_12",43,"9",69,"15","BETPOP","BETPOP_W15",12,NA,"A",26,0,"15"
"BETPOP_W15_13",40,"9",52,"15","BETPOP","BETPOP_W15",13,NA,"A",12,0,"15"
"BETPOP_W15_2",80,"10",83,"13","BETPOP","BETPOP_W15",2,NA,"A",NA,0,"15"
"BETPOP_W15_3",67,"10",76,"15","BETPOP","BETPOP_W15",3,NA,"A",9,0,"15"
"BETPOP_W15_4",67,"11",73,"15","BETPOP","BETPOP_W15",4,NA,"A",6,0,"15"
"BETPOP_W15_5",52,"9",69,"15","BETPOP","BETPOP_W15",5,NA,"A",17,0,"15"
"BETPOP_W15_6",60,"9",73,"15","BETPOP","BETPOP_W15",6,NA,"A",13,0,"15"
"BETPOP_W15_7",67,"9",76,"15","BETPOP","BETPOP_W15",7,NA,"A",9,0,"15"
"BETPOP_W15_8",52,"9",73,"15","BETPOP","BETPOP_W15",8,NA,"A",21,0,"15"
"BETPOP_W15_9",67,"9",80,"15","BETPOP","BETPOP_W15",9,NA,"A",13,0,"15"
